M,N,K,t,tflops
2,8,32,2.0487e-5,4.9982915995509346e-5
2,8,64,2.5297e-5,8.095821638929517e-5
2,8,128,3.6415e-5,0.0001124811204174104
2,8,256,5.864e-5,0.00013969986357435197
2,8,512,0.000102164,0.0001603696018166869
2,8,1024,0.000288032,0.000113765137206977
2,8,2048,0.000470583,0.0001392655493292363
2,8,4096,0.000741255,0.00017682443963278494
2,8,8192,0.001501429,0.0001745963345586105
2,8,16384,0.002924363,0.00017928280449451726
2,8,32768,0.005758456,0.0001820932555532247
2,8,65536,0.011388385,0.00018414832305019545
2,8,131072,0.029102783,0.00014412037501705592
2,8,262144,0.053210089,0.0001576507041737893
2,8,524288,0.10642607,0.00015764197625638154
2,8,1048576,0.217788919,0.00015406859152462205
2,8,2097152,0.441040471,0.00015216033088265047
2,16,2,1.5641e-5,8.183619973147496e-6
2,16,4,1.5657e-5,1.635051414702689e-5
2,16,8,1.6685e-5,3.06862451303566e-5
2,16,16,1.8531e-5,5.5258755598726456e-5
2,16,32,2.031e-5,0.00010083702609551946
2,16,64,2.6278e-5,0.00015587183195068117
2,16,128,3.7865e-5,0.00021634755050838506
2,16,256,6.1253e-5,0.0002674807764517656
2,16,512,0.000107886,0.0003037280091948909
2,16,1024,0.000255542,0.00025645882085919343
2,16,2048,0.000582833,0.00022488774657577725
2,16,4096,0.000812563,0.000322613754256593
2,16,8192,0.001548398,0.00033860028235634506
2,16,16384,0.003065225,0.0003420877749594238
2,16,32768,0.006089756,0.0003443737318867948
2,16,65536,0.012100804,0.00034661366302602705
2,16,131072,0.031962627,0.00026245051759982054
2,16,262144,0.056144019,0.00029882463526524524
2,16,524288,0.116634716,0.0002876882042564411
2,16,1048576,0.244819554,0.00027411562068281527
2,32,2,1.5491e-5,1.652572461429217e-5
2,32,4,1.5834e-5,3.2335480611342676e-5
2,32,8,1.6725e-5,6.122571001494768e-5
2,32,16,1.869e-5,0.0001095773140716961
2,32,32,2.2471e-5,0.00018227938231498374
2,32,64,2.5935e-5,0.0003158665895508001
2,32,128,3.7757e-5,0.0004339327806764309
2,32,256,6.1388e-5,0.0005337851045806998
2,32,512,0.000108104,0.0006062310367793976
2,32,1024,0.000273256,0.0004796674180987792
2,32,2048,0.00049866,0.0005256968676051818
2,32,4096,0.000798114,0.0006569086621710683
2,32,8192,0.001591969,0.0006586660921161153
2,32,16384,0.00306476,0.0006842793562954357
2,32,32768,0.006114863,0.0006859195373633064
2,32,65536,0.012238137,0.000685448120085598
2,32,131072,0.032337617,0.0005188142342090327
2,32,262144,0.062637773,0.0005356900539870727
2,32,524288,0.126831674,0.0005291175451961629
2,64,2,1.5618e-5,3.278268664361635e-5
2,64,4,1.5782e-5,6.488404511468762e-5
2,64,8,1.6861e-5,0.00012146373287468122
2,64,16,1.8639e-5,0.0002197542786630184
2,64,32,2.0387e-5,0.00040182469220581747
2,64,64,2.6149e-5,0.0006265631572909098
2,64,128,3.7822e-5,0.0008663740680027497
2,64,256,6.1549e-5,0.0010647776568262683
2,64,512,0.000108773,0.0012050049184999954
2,64,1024,0.00026005,0.0010080522976350702
2,64,2048,0.000535505,0.0009790534168681898
2,64,4096,0.000808054,0.0012976558497328147
2,64,8192,0.001630489,0.0012862104558816405
2,64,16384,0.003108715,0.0013492082741582937
2,64,32768,0.006130582,0.0013683216373257872
2,64,65536,0.012324626,0.0013612758715761434
2,64,131072,0.03560816,0.000942324231299792
2,64,262144,0.06777423,0.0009901826107061636
2,128,2,1.5522e-5,6.59708800412318e-5
2,128,4,1.6038e-5,0.00012769672028931287
2,128,8,1.6903e-5,0.00024232384783766197
2,128,16,1.9177e-5,0.00042717839078062266
2,128,32,2.1108e-5,0.0007761985976880804
2,128,64,2.7736e-5,0.001181424862993943
2,128,128,4.112e-5,0.001593774319066148
2,128,256,6.7811e-5,0.001932901741605344
2,128,512,0.000119677,0.0021904292387008367
2,128,1024,0.000377485,0.0013888975720889572
2,128,2048,0.000517141,0.002027640430752928
2,128,4096,0.000898847,0.0023331579234285704
2,128,8192,0.001770837,0.0023685432368987097
2,128,16384,0.003492136,0.0024021424136975193
2,128,32768,0.006901431,0.002430976416340321
2,128,65536,0.015397336,0.0021792362003401106
2,128,131072,0.039806923,0.0016858591155111387
2,256,2,1.6274e-5,0.00012584490598500675
2,256,4,1.6421e-5,0.0002494366969124901
2,256,8,1.7302e-5,0.00047347127499711015
2,256,16,1.9538e-5,0.0008385709898659023
2,256,32,2.1604e-5,0.001516756156267358
2,256,64,2.8172e-5,0.002326281414170098
2,256,128,4.1722e-5,0.0031415560136139205
2,256,256,6.8188e-5,0.0038444301050038127
2,256,512,0.000120864,0.004337834259994705
2,256,1024,0.000351515,0.0029830192168186277
2,256,2048,0.000576386,0.003638450621632031
2,256,4096,0.000898597,0.0046676140694883244
2,256,8192,0.001725054,0.00486280893235806
2,256,16384,0.003453645,0.004857828757732772
2,256,32768,0.007930383,0.004231123767918902
2,256,65536,0.018971957,0.003537266292560119
2,512,2,1.6199e-5,0.00025285511451324157
2,512,4,1.6491e-5,0.0004967558061973198
2,512,8,1.746e-5,0.0009383734249713632
2,512,16,1.9457e-5,0.001684123965667883
2,512,32,2.1574e-5,0.0030377306016501344
2,512,64,2.819e-5,0.00464959205391983
2,512,128,4.1602e-5,0.006301235517523196
2,512,256,6.764e-5,0.0077511531638083985
2,512,512,0.000121454,0.008633523803250612
2,512,1024,0.000317058,0.006614411243368721
2,512,2048,0.000551178,0.007609708660360173
2,512,4096,0.000917791,0.009139998104143536
2,512,8192,0.001768117,0.009488747633782154
2,512,16384,0.003993384,0.008402505744501406
2,512,32768,0.007895854,0.008499253405648078
2,1024,2,1.6245e-5,0.0005042782394582948
2,1024,4,1.6706e-5,0.0009807254878486773
2,1024,8,1.7502e-5,0.0018722431722088904
2,1024,16,1.9515e-5,0.0033582372533948247
2,1024,32,2.1544e-5,0.006083921277385816
2,1024,64,2.8428e-5,0.009221331082031799
2,1024,128,4.2006e-5,0.012481264581250297
2,1024,256,6.8241e-5,0.015365777172081301
2,1024,512,0.000122167,0.01716627239761965
2,1024,1024,0.000382542,0.010964296730816486
2,1024,2048,0.000542806,0.015454154891434509
2,1024,4096,0.000906104,0.018515773023847153
2,1024,8192,0.002040033,0.016447984910048022
2,1024,16384,0.003944476,0.01701337870987173
2,2048,2,1.6353e-5,0.0010018956766342567
2,2048,4,1.6661e-5,0.001966748694556149
2,2048,8,1.7619e-5,0.003719620863840173
2,2048,16,1.9916e-5,0.006581241213094999
2,2048,32,2.1782e-5,0.01203489119456432
2,2048,64,2.8544e-5,0.018367713004484306
2,2048,128,4.2147e-5,0.024879018672740647
2,2048,256,6.9333e-5,0.0302475300362021
2,2048,512,0.00012315,0.03405849776695087
2,2048,1024,0.000367138,0.022848650916004336
2,2048,2048,0.000500077,0.033549265413126375
2,2048,4096,0.00104164,0.032213079374832
2,2048,8192,0.001993008,0.033672149835826046
2,4096,2,1.6527e-5,0.0019826949839656318
2,4096,4,1.653e-5,0.003964670296430732
2,4096,8,1.7656e-5,0.007423652016311736
2,4096,16,1.9862e-5,0.013198268049541838
2,4096,32,2.2057e-5,0.02376968762751054
2,4096,64,2.8653e-5,0.03659567933549716
2,4096,128,4.2485e-5,0.04936217488525362
2,4096,256,6.9006e-5,0.060781729125003625
2,4096,512,0.000123647,0.06784319878363405
2,4096,1024,0.000387175,0.043332384580615994
2,4096,2048,0.00060079,0.05585051681952096
2,4096,4096,0.001077208,0.06229889120764049
2,8192,2,1.6352e-5,0.004007827788649707
2,8192,4,1.6661e-5,0.007866994778224596
2,8192,8,1.742e-5,0.015048450057405282
2,8192,16,1.9911e-5,0.02633157551102406
2,8192,32,2.2065e-5,0.04752213913437571
2,8192,64,2.8851e-5,0.0726890575716613
2,8192,128,4.2556e-5,0.0985596390638218
2,8192,256,6.9521e-5,0.12066293637893587
2,8192,512,0.000123723,0.13560304874598902
2,8192,1024,0.00036814,0.09114584668875972
2,8192,2048,0.000560646,0.1196991755938685
2,16384,2,1.6455e-5,0.00796548161652993
2,16384,4,1.7254e-5,0.015193230555233568
2,16384,8,1.8617e-5,0.02816178761347156
2,16384,16,2.1024e-5,0.0498751902587519
2,16384,32,2.521e-5,0.0831873066243554
2,16384,64,3.4475e-5,0.12166218999274839
2,16384,128,5.2581e-5,0.1595368669291189
2,16384,256,9.0292e-5,0.1858106587516059
2,16384,512,0.00026593,0.12617768585718048
2,16384,1024,0.000477732,0.14047387238033038
2,32768,2,1.7077e-5,0.01535070562745213
2,32768,4,1.7872e-5,0.02933572068039391
2,32768,8,1.9428e-5,0.05397241095326333
2,32768,16,2.0517e-5,0.10221533362577374
2,32768,32,2.9791e-5,0.1407909771407472
2,32768,64,4.3309e-5,0.19369202706134983
2,32768,128,7.029e-5,0.23868567363778628
2,32768,256,0.000126466,0.265323739186817
2,32768,512,0.000290678,0.23087011744954897
2,65536,2,1.8827e-5,0.02784766558665746
2,65536,4,1.9446e-5,0.05392245191813226
2,65536,8,2.046e-5,0.10250009775171065
2,65536,16,2.6443e-5,0.15861679839655105
2,65536,32,3.9096e-5,0.21456435440965826
2,65536,64,6.0437e-5,0.27759842480599634
2,65536,128,0.000107428,0.31234344863536506
2,65536,256,0.000349363,0.19208921379768323
2,131072,2,2.0561e-5,0.050998297748164
2,131072,4,2.0595e-5,0.1018282107307599
2,131072,8,2.468e-5,0.1699474878444084
2,131072,16,3.2957e-5,0.25453190520981883
2,131072,32,6.0656e-5,0.2765961487734107
2,131072,64,0.000105751,0.3172965929400195
2,131072,128,0.000310011,0.21647252516846177
2,262144,2,2.166e-5,0.09682142197599261
2,262144,4,2.548e-5,0.1646116169544741
2,262144,8,3.3285e-5,0.2520236743277753
2,262144,16,4.9206e-5,0.34095874486851196
2,262144,32,0.000104534,0.32099060592725814
2,262144,64,0.000332484,0.20184088256878524
2,524288,2,2.8035e-5,0.14960955947922241
2,524288,4,3.5026e-5,0.23949660252383945
2,524288,8,4.8772e-5,0.34399278274419753
2,524288,16,8.4725e-5,0.3960393272351726
2,524288,32,0.000267863,0.25053428058373123
2,1048576,2,4.0674e-5,0.2062400550720362
2,1048576,4,5.3738e-5,0.3122039525103279
2,1048576,8,8.47e-5,0.39615622195985833
2,1048576,16,0.000189967,0.35326590407807673
2,2097152,2,6.6468e-5,0.2524104230607209
2,2097152,4,9.3298e-5,0.35964792385688865
2,2097152,8,0.000190006,0.35319339389282445
2,4194304,2,0.000116544,0.28791213618890715
2,4194304,4,0.0002136,0.31418007490636707
2,8388608,2,0.000286645,0.23411838336618465
4,2,2,1.5606e-5,2.050493399974369e-6
4,2,4,1.6067e-5,3.983319848135931e-6
4,2,8,1.6943e-5,7.554742371480847e-6
4,2,16,1.9109e-5,1.3396828719451568e-5
4,2,32,2.2924e-5,2.233467108707032e-5
4,2,64,2.6833e-5,3.816196474490367e-5
4,2,128,3.9401e-5,5.19783761833456e-5
4,2,256,6.4125e-5,6.387524366471734e-5
4,2,512,0.000114154,7.176270651926344e-5
4,2,1024,0.000311361,5.262059153201589e-5
4,2,2048,0.000453802,7.220770291889415e-5
4,2,4096,0.000844124,7.763788258597078e-5
4,2,8192,0.001670638,7.845625443692769e-5
4,2,16384,0.003238272,8.095181627732322e-5
4,2,32768,0.006486504,8.082751509904257e-5
4,2,65536,0.013187865,7.951067136340872e-5
4,2,131072,0.033588839,6.243597761744608e-5
4,2,262144,0.059057884,7.102022144918026e-5
4,2,524288,0.109916357,7.63181043199967e-5
4,2,1048576,0.252562388,6.642800669116257e-5
4,2,2097152,0.543902918,6.169195069477453e-5
4,2,4194304,1.079133945,6.218770553084586e-5
4,4,2,1.5462e-5,4.139179924977364e-6
4,4,4,1.6124e-5,7.938476804763086e-6
4,4,8,1.704e-5,1.5023474178403756e-5
4,4,16,1.9279e-5,2.6557394055708284e-5
4,4,32,2.0351e-5,5.031693774261707e-5
4,4,64,2.7359e-5,7.485653715413575e-5
4,4,128,3.9284e-5,0.00010426636798696671
4,4,256,6.516e-5,0.00012572130141190913
4,4,512,0.000114989,0.00014248319404464775
4,4,1024,0.000368053,8.903065591096933e-5
4,4,2048,0.000551327,0.00011886956379789127
4,4,4096,0.000864963,0.00015153480553503444
4,4,8192,0.001641917,0.0001596572786565947
4,4,16384,0.00328736,0.0001594860313443006
4,4,32768,0.006549195,0.00016010761627955803
4,4,65536,0.013309968,0.00015756251254698734
4,4,131072,0.033842598,0.0001239356387473562
4,4,262144,0.059583444,0.0001407875650826763
4,4,524288,0.111045636,0.0001510839741599571
4,4,1048576,0.256381009,0.0001308772132962469
4,4,2097152,0.55078614,0.00012184196210892306
4,8,2,1.554e-5,8.236808236808237e-6
4,8,4,1.6196e-5,1.58063719436898e-5
4,8,8,1.7017e-5,3.0087559499324206e-5
4,8,16,1.9229e-5,5.325289926673254e-5
4,8,32,2.0975e-5,9.764004767580453e-5
4,8,64,2.7403e-5,0.00014947268547239355
4,8,128,4.0207e-5,0.00020374561643494914
4,8,256,6.6033e-5,0.00024811836505989434
4,8,512,0.000117452,0.0002789905663590233
4,8,1024,0.000372966,0.00017571574888863864
4,8,2048,0.000578106,0.00022672658647376087
4,8,4096,0.000867584,0.0003021540277367955
4,8,8192,0.001703484,0.0003077739503276814
4,8,16384,0.003357417,0.00031231628361922276
4,8,32768,0.00667701,0.00031408549635240923
4,8,65536,0.013506939,0.00031052957298467103
4,8,131072,0.034321153,0.00024441509875848283
4,8,262144,0.060519601,0.0002772195408228154
4,8,524288,0.132837549,0.00025259749410161126
4,8,1048576,0.285058855,0.00023542108172714015
4,16,2,1.5538e-5,1.647573690307633e-5
4,16,4,1.6094e-5,3.181309804896235e-5
4,16,8,1.7031e-5,6.0125653220597735e-5
4,16,16,1.927e-5,0.00010627919045147899
4,16,32,2.0934e-5,0.00019566255851724467
4,16,64,2.7393e-5,0.0002990545029752126
4,16,128,3.9855e-5,0.00041109020198218545
4,16,256,6.6071e-5,0.0004959513250896762
4,16,512,0.000117434,0.00055806665871894
4,16,1024,0.000372984,0.00035141453788902475
4,16,2048,0.000530696,0.0004939626452809141
4,16,4096,0.000877839,0.0005972484703914955
4,16,8192,0.001735195,0.0006042986523128525
4,16,16384,0.003353692,0.000625326356743553
4,16,32768,0.006668397,0.0006289823476316722
4,16,65536,0.013589092,0.000617304526306835
4,16,131072,0.03450537,0.0004862204346743709
4,16,262144,0.067613056,0.0004962714893407569
4,16,524288,0.140774056,0.00047671329438714186
4,32,2,1.5717e-5,3.257619138512439e-5
4,32,4,1.6137e-5,6.345665241370762e-5
4,32,8,1.7076e-5,0.00011993441086905599
4,32,16,1.9206e-5,0.00021326668749349162
4,32,32,2.0966e-5,0.0003907278450825146
4,32,64,2.7548e-5,0.0005947437200522724
4,32,128,4.0597e-5,0.0008071532379239846
4,32,256,6.6888e-5,0.000979787106805406
4,32,512,0.000119532,0.001096543185088512
4,32,1024,0.000357546,0.0007331755913924363
4,32,2048,0.000636427,0.0008237991160023067
4,32,4096,0.000951516,0.0011020056415236318
4,32,8192,0.001727934,0.0012136759853096243
4,32,16384,0.003402682,0.0012326464829801903
4,32,32768,0.006773453,0.001238453710389664
4,32,65536,0.01430053,0.0011731884063038223
4,32,131072,0.034862041,0.0009624918977061611
4,32,262144,0.071981559,0.0009323063425175328
4,64,2,1.5723e-5,6.512752019334733e-5
4,64,4,1.6225e-5,0.00012622496147919875
4,64,8,1.7172e-5,0.00023852783601211274
4,64,16,1.9525e-5,0.00041956466069142126
4,64,32,2.1537e-5,0.0007607373357477828
4,64,64,2.7942e-5,0.0011727149094553004
4,64,128,4.1376e-5,0.0015839133797370458
4,64,256,6.9458e-5,0.0018870684442396845
4,64,512,0.00012386,0.0021164540610366543
4,64,1024,0.000387583,0.0013527115482361198
4,64,2048,0.000508291,0.002062944258308725
4,64,4096,0.000903371,0.0023214736802487567
4,64,8192,0.00181032,0.002316885412523753
4,64,16384,0.003583817,0.0023406909448780446
4,64,32768,0.007010345,0.002393208322842884
4,64,65536,0.014065893,0.0023855173645924935
4,64,131072,0.041542767,0.0016154163250608703
4,128,2,1.6384e-5,0.00012499999999999998
4,128,4,1.6855e-5,0.0002430139424503115
4,128,8,1.7798e-5,0.0004602764355545567
4,128,16,1.9922e-5,0.0008224073888163839
4,128,32,2.1861e-5,0.001498925026302548
4,128,64,2.8651e-5,0.0022873896199085545
4,128,128,4.2615e-5,0.0030757245101490087
4,128,256,6.9786e-5,0.003756398131430373
4,128,512,0.000123864,0.0042327714267260865
4,128,1024,0.000384802,0.002724975441915583
4,128,2048,0.000546516,0.0038373112589567366
4,128,4096,0.000984148,0.004261863053118027
4,128,8192,0.00181594,0.0046194301573840545
4,128,16384,0.003599391,0.004661126284974319
4,128,32768,0.007071872,0.004744773661061739
4,128,65536,0.0193265,0.003472375443044524
4,256,2,1.6449e-5,0.0002490120979998784
4,256,4,1.6831e-5,0.0004867209316142832
4,256,8,1.7752e-5,0.0009229382604776927
4,256,16,2.0048e-5,0.0016344772545889867
4,256,32,2.1722e-5,0.0030170334223368015
4,256,64,2.8666e-5,0.004572385404311728
4,256,128,4.2047e-5,0.006234547054486646
4,256,256,6.9478e-5,0.007546100924033508
4,256,512,0.00012405,0.00845284965739621
4,256,1024,0.000390099,0.0053759481567499535
4,256,2048,0.000565519,0.007416734008936923
4,256,4096,0.000925629,0.009062602835477282
4,256,8192,0.001797492,0.009333680483696172
4,256,16384,0.003558482,0.009429422995535735
4,256,32768,0.009268445,0.007240574227931438
4,512,2,1.627e-5,0.0005035033804548249
4,512,4,1.6777e-5,0.00097657507301663
4,512,8,1.7892e-5,0.0018314330427006483
4,512,16,2.013e-5,0.003255638350720318
4,512,32,2.1649e-5,0.006054413598780544
4,512,64,2.8653e-5,0.00914891983387429
4,512,128,4.2584e-5,0.012311854217546497
4,512,256,6.9774e-5,0.01502817668472497
4,512,512,0.000125011,0.016775739734903327
4,512,1024,0.000315724,0.013284717031331163
4,512,2048,0.000599936,0.013982504800512054
4,512,4096,0.000939894,0.01785011501296955
4,512,8192,0.001846618,0.018170748904213
4,512,16384,0.00430317,0.015595215620112613
4,1024,2,1.6554e-5,0.0009897305787120937
4,1024,4,1.6791e-5,0.001951521648502174
4,1024,8,1.7953e-5,0.0036504205425277113
4,1024,16,2.0393e-5,0.006427303486490462
4,1024,32,2.2231e-5,0.011791822230219063
4,1024,64,2.9238e-5,0.017931732676653673
4,1024,128,4.301e-5,0.024379818646826316
4,1024,256,7.1836e-5,0.029193607661896544
4,1024,512,0.00012799,0.032770560200015626
4,1024,1024,0.000333617,0.025144426093394522
4,1024,2048,0.000544173,0.030830665983060536
4,1024,4096,0.000989304,0.03391721048332969
4,1024,8192,0.002186281,0.030695443083482866
4,2048,2,1.6426e-5,0.001994886156093997
4,2048,4,1.6891e-5,0.0038799360606240007
4,2048,8,1.8239e-5,0.007186358901255551
4,2048,16,2.0362e-5,0.012874177389254494
4,2048,32,2.2372e-5,0.023435008045771505
4,2048,64,2.9333e-5,0.035747315310401255
4,2048,128,4.3633e-5,0.04806343822336305
4,2048,256,7.2157e-5,0.058127472040134714
4,2048,512,0.000128726,0.06516638441340523
4,2048,1024,0.000338129,0.049617796758042045
4,2048,2048,0.000531764,0.06310023243393686
4,2048,4096,0.001087815,0.06169143098780583
4,4096,2,1.6443e-5,0.003985647387946238
4,4096,4,1.6971e-5,0.00772329267574097
4,4096,8,1.8401e-5,0.014246182272702572
4,4096,16,2.047e-5,0.025612506106497315
4,4096,32,2.2255e-5,0.04711642327566839
4,4096,64,2.9399e-5,0.07133412701112282
4,4096,128,4.3562e-5,0.09628354988292549
4,4096,256,7.2464e-5,0.11576241996025612
4,4096,512,0.000128969,0.13008719924943205
4,4096,1024,0.000356374,0.09415510671373332
4,4096,2048,0.000572724,0.11717487655485015
4,8192,2,1.7028e-5,0.0076974395113929995
4,8192,4,1.7304e-5,0.015149329634766529
4,8192,8,1.8897e-5,0.027744509710536065
4,8192,16,2.1259e-5,0.049323862834564185
4,8192,32,2.3478e-5,0.08932413323110996
4,8192,64,3.1152e-5,0.13463995891114533
4,8192,128,4.7225e-5,0.17763066172578082
4,8192,256,7.9183e-5,0.21187901443491655
4,8192,512,0.000143675,0.2335439846876631
4,8192,1024,0.000411334,0.16314932390709252
4,16384,2,1.714e-5,0.015294282380396734
4,16384,4,1.7775e-5,0.029495808720112524
4,16384,8,1.9492e-5,0.053795198029961015
4,16384,16,2.2992e-5,0.09121224773834379
4,16384,32,2.5746e-5,0.16291089878039305
4,16384,64,3.5413e-5,0.23687933809617936
4,16384,128,5.4757e-5,0.30639399528827366
4,16384,256,9.5045e-5,0.3530373191646063
4,16384,512,0.000280997,0.23882412979498002
4,32768,2,1.8751e-5,0.027960535438109967
4,32768,4,1.9688e-5,0.053259650548557504
4,32768,8,2.1581e-5,0.0971758491265465
4,32768,16,2.5989e-5,0.16138766401169724
4,32768,32,3.7696e-5,0.22253310696095077
4,32768,64,5.9977e-5,0.27972749553995696
4,32768,128,0.000102869,0.32618604244232957
4,32768,256,0.000291515,0.23020724147985522
4,65536,2,2.0702e-5,0.050650951598879335
4,65536,4,2.1021e-5,0.0997646163360449
4,65536,8,2.4606e-5,0.170458587336422
4,65536,16,3.2577e-5,0.25750093624336184
4,65536,32,4.9041e-5,0.34210591138027363
4,65536,64,8.3601e-5,0.4013640028229327
4,65536,128,0.000248989,0.2695254167854805
4,131072,2,2.262e-5,0.09271229000884174
4,131072,4,2.5325e-5,0.16561911154985193
4,131072,8,3.2993e-5,0.2542541751280575
4,131072,16,4.8165e-5,0.3483279559846362
4,131072,32,7.8247e-5,0.42882707324242464
4,131072,64,0.000180223,0.37236570249080303
4,262144,2,2.8286e-5,0.14828197694972778
4,262144,4,3.4761e-5,0.24132240154195791
4,262144,8,4.8238e-5,0.3478008209295576
4,262144,16,7.6379e-5,0.43931489021851555
4,262144,32,0.000141619,0.4738690712404409
4,524288,2,4.0595e-5,0.20664140904052222
4,524288,4,5.3408e-5,0.314133013780707
4,524288,8,8.1139e-5,0.41354258741172556
4,524288,16,0.000138973,0.4828913817791945
4,1048576,2,6.5747e-5,0.2551784263920787
4,1048576,4,9.1473e-5,0.3668233467799241
4,1048576,8,0.000146193,0.45904293639230337
4,2097152,2,0.000115159,0.2913748122161533
4,2097152,4,0.000206941,0.32428984106581105
4,4194304,2,0.000304097,0.22068242698875687
8,2,2,1.5821e-5,4.045256304911194e-6
8,2,4,1.6506e-5,7.7547558463589e-6
8,2,8,1.7714e-5,1.4451845997516088e-5
8,2,16,2.0575e-5,2.488456865127582e-5
8,2,32,2.2755e-5,4.5001098659635235e-5
8,2,64,3.1009e-5,6.604534167499759e-5
8,2,128,4.6889e-5,8.735524323402077e-5
8,2,256,7.9816e-5,0.000102636062944773
8,2,512,0.000145341,0.00011272799829366799
8,2,1024,0.000443504,7.388433926187814e-5
8,2,2048,0.000584702,0.00011208444643596226
8,2,4096,0.001112927,0.00011777232468975952
8,2,8192,0.002171446,0.00012072324156345586
8,2,16384,0.00427838,0.0001225435795791865
8,2,32768,0.008946446,0.00011720587147119649
8,2,65536,0.020902473,0.00010033032933471556
8,2,131072,0.041549358,0.00010094750441150017
8,2,262144,0.074972527,0.00011188909238713536
8,2,524288,0.153508679,0.00010929164467632477
8,2,1048576,0.367440929,9.131925529178051e-5
8,2,2097152,0.799420652,8.39468730662715e-5
8,4,2,1.5856e-5,8.072653884964683e-6
8,4,4,1.6263e-5,1.5741253151325095e-5
8,4,8,1.7826e-5,2.872209132727477e-5
8,4,16,2.0501e-5,4.9948782986195794e-5
8,4,32,2.2864e-5,8.957312806158153e-5
8,4,64,3.0935e-5,0.0001324066591239696
8,4,128,4.7076e-5,0.00017401648398334608
8,4,256,7.9831e-5,0.00020523355588681087
8,4,512,0.000145944,0.00022452447514115004
8,4,1024,0.000442772,0.0001480129728167093
8,4,2048,0.000554343,0.000236445666311291
8,4,4096,0.001075534,0.00024373381036768714
8,4,8192,0.002142117,0.0002447522707676565
8,4,16384,0.004301422,0.0002437742681373741
8,4,32768,0.009052843,0.00023165672927278206
8,4,65536,0.017490649,0.00023980265111946388
8,4,131072,0.041594974,0.0002016735964301841
8,4,262144,0.075037738,0.00022358371197170147
8,4,524288,0.180991082,0.00018539273664323417
8,4,1048576,0.404920457,0.0001657334492240781
8,8,2,1.5856e-5,1.6145307769929366e-5
8,8,4,1.6383e-5,3.1251907465055244e-5
8,8,8,1.7842e-5,5.739266898329784e-5
8,8,16,2.0461e-5,0.00010009285958653047
8,8,32,2.2829e-5,0.0001794209119978974
8,8,64,3.0522e-5,0.00026839656641111333
8,8,128,4.7215e-5,0.00034700836598538604
8,8,256,8.0197e-5,0.0004085938376747259
8,8,512,0.000146288,0.0004479930001093733
8,8,1024,0.000379683,0.0003452142971900243
8,8,2048,0.000562294,0.0004662045122302568
8,8,4096,0.001086474,0.0004825591776701513
8,8,8192,0.002158062,0.00048588780118458136
8,8,16384,0.004282221,0.0004897346493793757
8,8,32768,0.008537642,0.0004912719460478666
8,8,65536,0.017639355,0.0004755620599506048
8,8,131072,0.041766809,0.0004016877612077092
8,8,262144,0.079427556,0.0004224532856078311
8,8,524288,0.182713075,0.00036729097794451767
8,16,2,1.5856e-5,3.229061553985873e-5
8,16,4,1.6554e-5,6.185816116950586e-5
8,16,8,1.7861e-5,0.00011466323274172778
