M,N,K,t,tflops
2,16,16384,0.001490239,0.0007036294178316365
2,16,32768,0.002816792,0.0007445178770743455
2,16,65536,0.005633985,0.0007444648858667532
2,16,131072,0.011155331,0.0007519819895976193
2,16,262144,0.030212941,0.0005552990025035961
2,16,524288,0.058203005,0.0005765068659255652
2,16,1048576,0.1156412,0.0005803196784536999
2,32,2,1.4473e-5,1.768810889242037e-5
2,32,4,1.4507e-5,3.529330667953402e-5
2,32,8,1.443e-5,7.096327096327096e-5
2,32,16,1.4486e-5,0.00014137788209305538
2,32,32,1.4519e-5,0.0002821130931882361
2,32,64,1.7335e-5,0.00047256994519757716
2,32,128,2.2469e-5,0.0007291824291245716
2,32,256,3.3387e-5,0.0009814598496420764
2,32,512,5.4971e-5,0.0011921922468210511
2,32,1024,9.8317e-5,0.0013331570328630857
2,32,2048,0.000329772,0.0007949249784699733
2,32,4096,0.000544556,0.0009627806873856868
2,32,8192,0.000730244,0.0014359255262624548
2,32,16384,0.001426133,0.0014705164244849533
2,32,32768,0.002859891,0.0014665957548731755
2,32,65536,0.005657974,0.001482616922594554
2,32,131072,0.011206148,0.0014971438892293766
2,32,262144,0.03352465,0.001000888361250602
2,32,524288,0.062520865,0.0010733834856571484
2,64,2,1.4761e-5,3.468599688367997e-5
2,64,4,1.4828e-5,6.905853790126787e-5
2,64,8,1.4537e-5,0.00014088188759716586
2,64,16,1.4744e-5,0.00027780792186652195
2,64,32,1.4732e-5,0.0005560684224816725
2,64,64,1.7503e-5,0.0009360681026109809
2,64,128,2.2823e-5,0.0014357446435613196
2,64,256,3.38e-5,0.0019389349112426035
2,64,512,5.5763e-5,0.0023505191614511412
2,64,1024,9.9346e-5,0.0026386970788959798
2,64,2048,0.000254695,0.0020584934922161804
2,64,4096,0.000547486,0.0019152562805258946
2,64,8192,0.000805674,0.0026029783758691476
2,64,16384,0.001437741,0.0029172876060430913
2,64,32768,0.002909331,0.0028833460338476445
2,64,65536,0.005704737,0.002940927162812239
2,64,131072,0.013173052,0.0025472025768971383
2,64,262144,0.03587504,0.0018706282696827657
2,128,2,1.523e-5,6.723571897570585e-5
2,128,4,1.5321e-5,0.00013367273676652958
2,128,8,1.5343e-5,0.0002669621325685981
2,128,16,1.5357e-5,0.0005334375203490266
2,128,32,1.5207e-5,0.0010773985664496613
2,128,64,1.8021e-5,0.0018183230675323236
2,128,128,2.3204e-5,0.0028243406309257026
2,128,256,3.4243e-5,0.0038277020120900626
2,128,512,5.6092e-5,0.004673465021749983
2,128,1024,9.9905e-5,0.005247865472198588
2,128,2048,0.000332106,0.0031573533751272187
2,128,4096,0.000539689,0.0038858527781740967
2,128,8192,0.000728714,0.005755761519608516
2,128,16384,0.00148477,0.005649769324541848
2,128,32768,0.00286432,0.005857312032175176
2,128,65536,0.006907869,0.004857421586888808
2,128,131072,0.014457717,0.004641733131171401
2,256,2,1.5299e-5,0.0001338649584940192
2,256,4,1.5509e-5,0.00026410471339222385
2,256,8,1.538e-5,0.0005326397919375813
2,256,16,1.5349e-5,0.001067431103003453
2,256,32,1.5457e-5,0.0021199456556899783
2,256,64,1.8229e-5,0.003595150584233913
2,256,128,2.3651e-5,0.005541922117458036
2,256,256,3.4705e-5,0.007553493732891514
2,256,512,5.6589e-5,0.00926483945643146
2,256,1024,0.000100401,0.010443880041035448
2,256,2048,0.000333683,0.006284863178525727
2,256,4096,0.000472369,0.008879295635403678
2,256,8192,0.000753108,0.01113865209239578
2,256,16384,0.001438886,0.011659864645288091
2,256,32768,0.003361409,0.009982252085360632
2,256,65536,0.00684892,0.009798459319133528
2,512,2,1.541e-5,0.0002658014276443868
2,512,4,1.5604e-5,0.0005249935913868239
2,512,8,1.5536e-5,0.001054582904222451
2,512,16,1.5441e-5,0.0021221423482935043
2,512,32,1.5595e-5,0.004202372555306188
2,512,64,1.8288e-5,0.007167104111986002
2,512,128,2.3619e-5,0.01109886108641348
2,512,256,3.4477e-5,0.015206891550888998
2,512,512,5.659e-5,0.018529351475525712
2,512,1024,0.00010046,0.02087549273342624
2,512,2048,0.000333918,0.01256088021610096
2,512,4096,0.000551793,0.015202454543642272
2,512,8192,0.000742915,0.022582954981390874
2,512,16384,0.001734589,0.01934431268732824
2,512,32768,0.003415247,0.01964978345636494
2,1024,2,1.579e-5,0.0005188093730208993
2,1024,4,1.5771e-5,0.0010388688098408472
2,1024,8,1.5939e-5,0.0020558378819248383
2,1024,16,1.6094e-5,0.004072076550267181
2,1024,32,1.5982e-5,0.008201226379677136
2,1024,64,1.8549e-5,0.01413251388214998
2,1024,128,2.4214e-5,0.021652267283389773
2,1024,256,3.4878e-5,0.03006410918057228
2,1024,512,5.7139e-5,0.03670263742802639
2,1024,1024,0.000101239,0.04142972569859441
2,1024,2048,0.000335227,0.025023664561625403
2,1024,4096,0.000554154,0.03027536749712174
2,1024,8192,0.000867313,0.03868780013674418
2,1024,16384,0.001793888,0.037409729035480475
2,2048,2,1.6004e-5,0.001023744063984004
2,2048,4,1.5995e-5,0.00204864020006252
2,2048,8,1.6256e-5,0.004031496062992125
2,2048,16,1.6204e-5,0.008088866946432979
2,2048,32,1.6339e-5,0.01604406634432952
2,2048,64,1.8899e-5,0.0277415736282343
2,2048,128,2.4183e-5,0.04336004631352603
2,2048,256,3.5283e-5,0.059438029646005155
2,2048,512,5.7197e-5,0.07333083903001905
2,2048,1024,0.000101107,0.08296762835411989
2,2048,2048,0.000335092,0.050067491912668766
2,2048,4096,0.000546926,0.06135095424243865
2,2048,8192,0.000944332,0.07106490513929424
2,4096,2,1.6144e-5,0.0020297324083250745
2,4096,4,1.6133e-5,0.004062232690758074
2,4096,8,1.6474e-5,0.007956294767512445
2,4096,16,1.655e-5,0.0158395166163142
2,4096,32,1.6503e-5,0.03176925407501666
2,4096,64,1.9431e-5,0.0539640780196593
2,4096,128,2.4667e-5,0.08501852677666517
2,4096,256,3.5711e-5,0.11745131752121196
2,4096,512,5.7502e-5,0.14588376056484992
2,4096,1024,0.000101754,0.16488016195923502
2,4096,2048,0.000288849,0.11616599676647661
2,4096,4096,0.000450898,0.1488338027669229
2,8192,2,2.0657e-5,0.0031725807232415165
2,8192,4,1.841e-5,0.007119608908202063
2,8192,8,1.8505e-5,0.014166117265603892
2,8192,16,1.8462e-5,0.02839822337774889
2,8192,32,1.8848e-5,0.05563327674023769
2,8192,64,2.3089e-5,0.09082905279570358
2,8192,128,3.218e-5,0.13033884400248602
2,8192,256,5.0019e-5,0.16770843079629744
2,8192,512,8.5996e-5,0.19509298106888692
2,8192,1024,0.000305284,0.10991218668518493
2,8192,2048,0.000449921,0.14915699422787554
2,16384,2,2.4149e-5,0.0054276367551451404
2,16384,4,2.0692e-5,0.012668857529479991
2,16384,8,2.0987e-5,0.02498156001334159
2,16384,16,2.0876e-5,0.050228779459666605
2,16384,32,2.1154e-5,0.09913737354637421
2,16384,64,2.7692e-5,0.15146266069623
2,16384,128,4.0834e-5,0.20543194396826173
2,16384,256,6.7171e-5,0.24976873948579
2,16384,512,0.000123208,0.2723397182001169
2,16384,1024,0.000386453,0.17365336535102588
2,32768,2,2.7917e-5,0.009390120714976538
2,32768,4,2.6957e-5,0.01944904848462366
2,32768,8,2.6755e-5,0.03919177723789946
2,32768,16,2.7063e-5,0.07749148283634481
2,32768,32,2.774e-5,0.15120057678442683
2,32768,64,3.7685e-5,0.22259806288974393
2,32768,128,5.9214e-5,0.2833319147498903
2,32768,256,0.000106064,0.3163602353296123
2,32768,512,0.000341357,0.19659436894512197
2,65536,2,4.1656e-5,0.012586134050316881
2,65536,4,3.9916e-5,0.026269566088786448
2,65536,8,4.0148e-5,0.052235528544385776
2,65536,16,4.0278e-5,0.10413386960623665
2,65536,32,4.0695e-5,0.2061336282098538
2,65536,64,6.1335e-5,0.2735341322246678
2,65536,128,0.000107371,0.31250926227752374
2,65536,256,0.000340149,0.19729255120550113
2,131072,2,6.4361e-5,0.01629210236012492
2,131072,4,6.5145e-5,0.032192063857548546
2,131072,8,6.515e-5,0.06437918649270914
2,131072,16,6.5888e-5,0.12731617289946576
2,131072,32,6.6102e-5,0.2538079937066957
2,131072,64,0.000114034,0.2942493642247049
2,131072,128,0.000335596,0.1999692010631831
2,262144,2,0.000114638,0.01829368970149514
2,262144,4,0.00011479,0.03653893196271452
2,262144,8,0.000116045,0.07228754362531777
2,262144,16,0.000116782,0.14366268774297408
2,262144,32,0.000124669,0.26914816032855005
2,262144,64,0.0003609,0.1859486395123303
2,524288,2,0.000364431,0.011509185552271897
2,524288,4,0.000348914,0.02404205047662175
2,524288,8,0.00036843,0.045537051814455935
2,524288,16,0.00038124,0.08801393348022245
2,524288,32,0.000387868,0.17301985211463694
2,1048576,2,0.000483673,0.0173435523587217
2,1048576,4,0.000507506,0.033058162859158316
2,1048576,8,0.000461624,0.07268779786146301
2,1048576,16,0.000547801,0.12250591729478406
2,2097152,2,0.000865972,0.01937385504381204
2,2097152,4,0.000865501,0.03876879633876795
2,2097152,8,0.000874987,0.0766969840694776
2,4194304,2,0.00174161,0.01926632943081402
2,4194304,4,0.001770371,0.03790666702064143
2,8388608,2,0.003331446,0.02014406476947247
4,2,2,1.5898e-5,2.0128318027424832e-6
4,2,4,1.4526e-5,4.4058928817293135e-6
4,2,8,1.4549e-5,8.797855522716339e-6
4,2,16,1.4663e-5,1.745891018209098e-5
4,2,32,1.4413e-5,3.5523485742038435e-5
4,2,64,1.7021e-5,6.016097761588626e-5
4,2,128,2.2264e-5,9.198706431908013e-5
4,2,256,3.3003e-5,0.00012410992940035752
4,2,512,5.4308e-5,0.00015084333799808498
4,2,1024,9.664e-5,0.0001695364238410596
4,2,2048,0.000256014,0.00012799300038279156
4,2,4096,0.000536109,0.00012224379743671528
4,2,8192,0.000742563,0.00017651296926994746
4,2,16384,0.001476389,0.00017755754072944192
4,2,32768,0.002837542,0.0001847683664241798
4,2,65536,0.00555835,0.00018864878965880162
4,2,131072,0.011010496,0.0001904684402955144
4,2,262144,0.027538058,0.0001523093603768283
4,2,524288,0.051676809,0.00016232828927188595
4,2,1048576,0.105406574,0.00015916669485908913
4,2,2097152,0.214658761,0.0001563152225592134
4,2,4194304,0.421153524,0.00015934536974217508
4,4,2,1.4877e-5,4.301942595953485e-6
4,4,4,1.4543e-5,8.801485250636046e-6
4,4,8,1.4604e-5,1.7529443987948506e-5
4,4,16,1.4658e-5,3.492973120480284e-5
4,4,32,1.4719e-5,6.956994361029962e-5
4,4,64,1.7531e-5,0.00011682163025497691
4,4,128,2.2974e-5,0.00017828850004352744
4,4,256,3.3483e-5,0.00024466146999970134
4,4,512,5.504e-5,0.00029767441860465116
4,4,1024,9.7547e-5,0.0003359201205572698
4,4,2048,0.000328009,0.0001997993957482874
4,4,4096,0.00053969,0.00024286534862606312
4,4,8192,0.000714687,0.00036679553426884775
4,4,16384,0.001452428,0.00036097348715392435
4,4,32768,0.002852901,0.0003675472790678681
4,4,65536,0.005588832,0.0003752397638719503
4,4,131072,0.011062413,0.0003791491060765856
4,4,262144,0.027804535,0.00030169927315813776
4,4,524288,0.051905034,0.00032322907254043993
4,4,1048576,0.105921545,0.00031678571153772347
4,4,2097152,0.217962189,0.0003078922280414426
4,8,2,1.4891e-5,8.595796118460816e-6
4,8,4,1.4716e-5,1.7396031530307147e-5
4,8,8,1.4676e-5,3.488689016080676e-5
4,8,16,1.4737e-5,6.948496980389496e-5
4,8,32,1.4727e-5,0.00013906430365994433
4,8,64,1.7597e-5,0.0002327669489117463
4,8,128,2.2924e-5,0.0003573547373931251
4,8,256,3.3585e-5,0.0004878368319190115
4,8,512,5.5079e-5,0.0005949272862615517
4,8,1024,9.7838e-5,0.0006698419836873199
4,8,2048,0.000276422,0.00047417354624451017
4,8,4096,0.000540994,0.00048455990269762695
4,8,8192,0.000777192,0.0006745926360538965
4,8,16384,0.001486966,0.0007051781950629672
4,8,32768,0.002862184,0.000732710405760077
4,8,65536,0.005596916,0.0007493955599833909
4,8,131072,0.011102425,0.0007555653832383466
4,8,262144,0.030085879,0.0005576442024512563
4,8,524288,0.057490122,0.0005836556060882947
4,8,1048576,0.114271415,0.0005872760392439351
4,16,2,1.4605e-5,1.752824375213968e-5
4,16,4,1.4747e-5,3.4718925883230486e-5
4,16,8,1.4739e-5,6.94755410814845e-5
4,16,16,1.4628e-5,0.0001400054689636314
4,16,32,1.4928e-5,0.0002743837084673098
4,16,64,1.7559e-5,0.0004665413747935532
4,16,128,2.2971e-5,0.000713247137695355
4,16,256,3.3894e-5,0.000966778780905175
4,16,512,5.5375e-5,0.0011834943566591423
4,16,1024,9.8443e-5,0.0013314506871996991
4,16,2048,0.00032937,0.0007958951938549352
4,16,4096,0.000470743,0.001113745716877362
4,16,8192,0.000724644,0.0014470222619658757
4,16,16384,0.001410793,0.001486505816232431
4,16,32768,0.002879892,0.0014564101709369655
4,16,65536,0.005646053,0.001485747299927932
4,16,131072,0.011181997,0.0015003774370535067
4,16,262144,0.031101512,0.001078868191359957
4,16,524288,0.059449169,0.0011288444418794145
4,32,2,1.4876e-5,3.441785426189836e-5
4,32,4,1.4718e-5,6.957467047153145e-5
4,32,8,1.4943e-5,0.00013705413906176805
4,32,16,1.5051e-5,0.00027214138595442163
4,32,32,1.5229e-5,0.000537921071639635
4,32,64,1.7651e-5,0.0009282193643419635
4,32,128,2.3025e-5,0.0014231487513572203
4,32,256,3.4023e-5,0.0019262263762748729
4,32,512,5.5864e-5,0.0023462695116712017
4,32,1024,9.9092e-5,0.002645460783917975
4,32,2048,0.00028889,0.0018148360967842434
4,32,4096,0.000545172,0.0019233856470985303
4,32,8192,0.000748814,0.0028006313984514177
4,32,16384,0.001503392,0.0027898937868500034
4,32,32768,0.00287409,0.00291870052781924
4,32,65536,0.005584968,0.0030039950094611105
4,32,131072,0.011201854,0.0029954355770035923
4,32,262144,0.033488494,0.0020039379495536587
4,64,2,1.4877e-5,6.883108153525577e-5
4,64,4,1.5196e-5,0.00013477230850223744
4,64,8,1.5201e-5,0.0002694559568449444
4,64,16,1.4725e-5,0.0005563327674023769
4,64,32,1.5238e-5,0.0010752067200420002
4,64,64,1.7789e-5,0.0018420372140086573
4,64,128,2.3175e-5,0.0028278748651564185
4,64,256,3.397e-5,0.0038584633500147185
4,64,512,5.5934e-5,0.0046866664282904855
4,64,1024,9.969e-5,0.005259183468753135
4,64,2048,0.000332449,0.0031540958162003794
4,64,4096,0.000548159,0.00382580966471407
4,64,8192,0.000730017,0.005745488118769837
4,64,16384,0.001511309,0.005550557827684478
4,64,32768,0.002916739,0.005752045692123979
4,64,65536,0.005682961,0.005904392446120957
4,64,131072,0.013104941,0.005120882573984881
4,128,2,1.5359e-5,0.00013334201445406603
4,128,4,1.5389e-5,0.00026616414321918255
4,128,8,1.5452e-5,0.0005301579083613772
4,128,16,1.5366e-5,0.001066250162696863
4,128,32,1.5504e-5,0.0021135190918472654
4,128,64,1.8285e-5,0.0035841400054689642
4,128,128,2.3519e-5,0.005573026064033335
4,128,256,3.4668e-5,0.0075615553247952005
4,128,512,5.6472e-5,0.009284034565802523
4,128,1024,0.000100224,0.010462324393358877
4,128,2048,0.000333129,0.006295315028112233
4,128,4096,0.000549527,0.007632571284031541
4,128,8192,0.000732454,0.01145274379005371
4,128,16384,0.00143032,0.011729694054477319
4,128,32768,0.00285144,0.011767539208259688
4,128,65536,0.006876633,0.009758971287256423
4,256,2,1.547e-5,0.00026477052359405304
4,256,4,1.545e-5,0.0005302265372168285
4,256,8,1.5701e-5,0.0010435004139863703
4,256,16,1.574e-5,0.0020818297331639136
4,256,32,1.5782e-5,0.0041525788873400075
4,256,64,1.8379e-5,0.007131617607051526
4,256,128,2.3669e-5,0.011075415099919725
4,256,256,3.5046e-5,0.014959995434571705
4,256,512,5.6858e-5,0.018442013436983363
4,256,1024,0.000100736,0.020818297331639132
4,256,2048,0.000267868,0.015658100258336197
4,256,4096,0.000468327,0.01791186072978923
4,256,8192,0.000761136,0.022042336717748207
4,256,16384,0.001496705,0.022418868113622925
4,256,32768,0.003436936,0.01952578226653042
4,512,2,1.5405e-5,0.0005317753975981824
4,512,4,1.5446e-5,0.001060727696491001
4,512,8,1.5466e-5,0.0021187120134488553
4,512,16,1.5533e-5,0.00421914633361231
4,512,32,1.5598e-5,0.00840312860623157
4,512,64,1.8374e-5,0.01426711657777294
4,512,128,2.3606e-5,0.022209946623739728
4,512,256,3.4706e-5,0.03021310436235809
4,512,512,5.6603e-5,0.03705019168595304
4,512,1024,0.000100441,0.04175888332453879
4,512,2048,0.000333979,0.025117172037762855
4,512,4096,0.000551011,0.03044806002058035
4,512,8192,0.000817596,0.0410403573403001
4,512,16384,0.001726381,0.03887256868559142
4,1024,2,1.569e-5,0.001044231994901211
4,1024,4,1.59e-5,0.002060880503144654
4,1024,8,1.5903e-5,0.004120983462239829
4,1024,16,1.5872e-5,0.008258064516129033
4,1024,32,1.5889e-5,0.016498458052740892
4,1024,64,1.8468e-5,0.02838899718431882
4,1024,128,2.4029e-5,0.04363793749219693
4,1024,256,3.5093e-5,0.05975983814435928
4,1024,512,5.7307e-5,0.07319008149091734
4,1024,1024,0.000101457,0.08268141182964212
4,1024,2048,0.00033594,0.04994110853128535
4,1024,4096,0.000473021,0.07093645313844417
4,1024,8192,0.000870511,0.07709134519839496
4,2048,2,1.587e-5,0.0020647763074984247
4,2048,4,1.5966e-5,0.004104722535387699
4,2048,8,1.5947e-5,0.008219226186743587
4,2048,16,1.5925e-5,0.01646116169544741
4,2048,32,1.6033e-5,0.03270055510509574
4,2048,64,1.8803e-5,0.05576642025208743
4,2048,128,2.4136e-5,0.08688896254557507
4,2048,256,3.5087e-5,0.11954011457234874
4,2048,512,5.7035e-5,0.14707825019724732
4,2048,1024,0.000101287,0.16564036845794622
4,2048,2048,0.000334825,0.10021483461509743
4,2048,4096,0.000552055,0.12156191683799622
4,4096,2,1.6002e-5,0.004095488063992001
4,4096,4,1.5966e-5,0.008209445070775399
4,4096,8,1.6081e-5,0.016301473788943473
4,4096,16,1.5881e-5,0.033013538190290286
4,4096,32,1.5973e-5,0.06564677893946033
4,4096,64,1.8938e-5,0.11073777590030626
4,4096,128,2.4249e-5,0.17296812239679987
4,4096,256,3.5336e-5,0.23739551731944758
4,4096,512,5.7605e-5,0.2912458293550907
4,4096,1024,0.00010176,0.32974088050314465
4,4096,2048,0.000365402,0.18365762639503888
4,8192,2,1.7968e-5,0.007294746215494211
4,8192,4,1.823e-5,0.014379813494240263
4,8192,8,1.8106e-5,0.028956588976030047
4,8192,16,1.8235e-5,0.05750348231423087
4,8192,32,1.8238e-5,0.11498804693497093
4,8192,64,2.2835e-5,0.18367873877819138
4,8192,128,3.1784e-5,0.26392549710546187
4,8192,256,4.9907e-5,0.3361695954475324
4,8192,512,8.5914e-5,0.39055837232581414
4,8192,1024,0.00030527,0.21983445474497987
4,16384,2,2.065e-5,0.012694624697336562
4,16384,4,2.0699e-5,0.025329146335571765
4,16384,8,2.0678e-5,0.05070973982009865
4,16384,16,2.0767e-5,0.100984831704146
4,16384,32,2.0745e-5,0.2021838515304893
4,16384,64,2.7659e-5,0.30328674210925916
4,16384,128,4.0692e-5,0.41229765064386115
4,16384,256,6.6951e-5,0.5011789517706979
4,16384,512,0.000123373,0.5439509779287203
4,32768,2,2.6543e-5,0.01975240176317673
4,32768,4,2.6722e-5,0.03924017663348552
4,32768,8,2.6496e-5,0.07914975845410628
4,32768,16,2.6626e-5,0.1575266281078645
4,32768,32,2.6726e-5,0.313874429394597
4,32768,64,3.7671e-5,0.4453615778715723
4,32768,128,5.9294e-5,0.5658992815461936
4,32768,256,0.00010562,0.6353802688884681
4,65536,2,4.009e-5,0.02615555001247194
4,65536,4,4.0326e-5,0.05200495957942767
4,65536,8,4.0497e-5,0.10357073363459021
4,65536,16,4.0528e-5,0.20698302408211605
4,65536,32,4.0734e-5,0.41187253891098347
4,65536,64,6.1837e-5,0.5426271002797678
4,65536,128,0.000107083,0.6266995134615205
4,131072,2,6.5166e-5,0.03218168983825921
4,131072,4,6.5331e-5,0.06420082349879842
4,131072,8,6.5002e-5,0.12905153687578844
4,131072,16,6.5702e-5,0.2553532008158047
4,131072,32,6.6211e-5,0.5067803235111991
4,131072,64,0.000112151,0.5983795418676605
4,262144,2,0.000116382,0.036039112577546356
4,262144,4,0.000116511,0.0719984207499721
4,262144,8,0.00011772,0.14251797485558954
4,262144,16,0.000117687,0.28511587516038306
4,262144,32,0.000122924,0.5459378477758615
4,524288,2,0.000372243,0.02253530086529498
4,524288,4,0.000373384,0.044932873395753435
4,524288,8,0.000374782,0.08953053241617794
4,524288,16,0.000302044,0.22218241050972706
4,1048576,2,0.000555314,0.030212125031963896
4,1048576,4,0.00053723,0.06245822459654152
4,1048576,8,0.000565992,0.118568573407398
4,2097152,2,0.000886081,0.03786835740750563
4,2097152,4,0.000881652,0.07611718002114212
4,4194304,2,0.00179026,0.03748554064772715
8,2,2,1.5958e-5,4.010527635041985e-6
8,2,4,1.474e-5,8.683853459972865e-6
8,2,8,1.4606e-5,1.752704368067917e-5
8,2,16,1.4551e-5,3.5186585114425124e-5
8,2,32,1.4645e-5,6.99214749061113e-5
8,2,64,1.7147e-5,0.00011943780253105499
8,2,128,2.2478e-5,0.00018222261767061125
8,2,256,3.3099e-5,0.00024749992446901716
8,2,512,5.4377e-5,0.0003013038600879048
8,2,1024,9.7008e-5,0.00033778657430315025
8,2,2048,0.000326563,0.00020068409464636227
8,2,4096,0.000537012,0.00024407648246221685
8,2,8192,0.000745431,0.0003516676929185934
8,2,16384,0.001439909,0.0003641118987380452
8,2,32768,0.002745203,0.0003819666523750703
8,2,65536,0.005557979,0.00037732276426377285
8,2,131072,0.011002263,0.00038122193588718974
8,2,262144,0.027561253,0.00030436235972290513
8,2,524288,0.053361333,0.00031440773790264947
8,2,1048576,0.107469227,0.0003122236284438893
8,2,2097152,0.215642343,0.0003112044836203621
8,4,2,1.4858e-5,8.61488760263831e-6
8,4,4,1.4754e-5,1.7351226785956354e-5
8,4,8,1.4741e-5,3.473305745878841e-5
8,4,16,1.4891e-5,6.876636894768653e-5
8,4,32,1.509e-5,0.00013571901921802517
8,4,64,1.7555e-5,0.00023332383936200513
8,4,128,2.2957e-5,0.00035684105065992937
8,4,256,3.3742e-5,0.00048556694920277394
8,4,512,5.4801e-5,0.0005979452929691064
8,4,1024,9.753e-5,0.0006719573464575003
8,4,2048,0.000327266,0.00040050601040132495
8,4,4096,0.000537721,0.0004875093217486392
8,4,8192,0.000796362,0.0006583538641974379
8,4,16384,0.001388165,0.0007553684180194718
8,4,32768,0.002838489,0.0007388268899403873
8,4,65536,0.00556155,0.0007541609803022538
8,4,131072,0.011008695,0.0007619984021721011
8,4,262144,0.027603054,0.0006078028902164232
8,4,524288,0.057195342,0.0005866637181748122
8,4,1048576,0.113720005,0.0005901236462309336
8,8,2,1.4919e-5,1.715932703264294e-5
8,8,4,1.4837e-5,3.4508323785131765e-5
8,8,8,1.4928e-5,6.859592711682744e-5
8,8,16,1.5146e-5,0.00013521721906774065
8,8,32,1.522e-5,0.000269119579500657
8,8,64,1.7655e-5,0.0004640045312942509
8,8,128,2.312e-5,0.0007086505190311419
8,8,256,3.3985e-5,0.0009641900838605267
8,8,512,5.5413e-5,0.001182682763972353
8,8,1024,9.8236e-5,0.001334256280793192
8,8,2048,0.000252861,0.0010367118693669645
8,8,4096,0.000541517,0.000968183824330538
8,8,8192,0.000751719,0.0013949042128774184
8,8,16384,0.001488831,0.0014085896921813153
8,8,32768,0.002822796,0.0014858686210409823
8,8,65536,0.005609952,0.0014953083377540486
8,8,131072,0.011104519,0.001510845809710443
8,8,262144,0.02797465,0.0011994585097579414
8,8,524288,0.057764354,0.001161769488498045
8,16,2,1.5307e-5,3.3448748938394194e-5
8,16,4,1.5337e-5,6.676664275934016e-5
8,16,8,1.5394e-5,0.0001330388463037547
8,16,16,1.5341e-5,0.00026699693631445146
8,16,32,1.5373e-5,0.000532882326156248
