M,N,K,t,tflops
4,2,8388608,2.841966583,4.722706058644744e-5
4,2,16777216,5.661401768,4.741501610383501e-5
4,2,33554432,11.34400094,4.732641638867847e-5
4,2,67108864,22.67917216,4.734484206146614e-5
4,2,134217728,45.198078304,4.751272019921142e-5
4,4,2,1.759e-5,3.638430926662877e-6
4,4,4,1.755e-5,7.293447293447293e-6
4,4,8,1.7554e-5,1.4583570696137631e-5
4,4,16,1.7409e-5,2.941007524843472e-5
4,4,32,2.2269e-5,4.59832053527325e-5
4,4,64,3.205e-5,6.390015600624024e-5
4,4,128,5.1067e-5,8.020835373137252e-5
4,4,256,8.9489e-5,9.154197722625128e-5
4,4,512,0.000308072,5.31823729517775e-5
4,4,1024,0.000498996,6.566786106501856e-5
4,4,2048,0.000664574,9.861354792694268e-5
4,4,4096,0.001304893,0.00010044655002364179
4,4,8192,0.002566795,0.00010212891952804956
4,4,16384,0.005111435,0.00010257158703964737
4,4,32768,0.01010986,0.00010371815237797555
4,4,65536,0.024010227,8.734411382283059e-5
4,4,131072,0.04808424,8.722824775851712e-5
4,4,262144,0.088056261,9.526418570054889e-5
4,4,524288,0.178210658,9.414260734057781e-5
4,4,1048576,0.361910823,9.271464092136312e-5
4,4,2097152,0.720091554,9.319490504675464e-5
4,4,4194304,1.425142214,9.417848035199664e-5
4,4,8388608,2.856120984,9.398602422788685e-5
4,4,16777216,5.679555287,9.452692770309851e-5
4,4,33554432,11.399935269,9.41884141149328e-5
4,4,67108864,22.790979272,9.422515910223762e-5
4,8,2,1.7556e-5,7.290954659375713e-6
4,8,4,1.7505e-5,1.4624393030562696e-5
4,8,8,1.745e-5,2.934097421203438e-5
4,8,16,1.7536e-5,5.839416058394161e-5
4,8,32,2.2143e-5,9.248972587273631e-5
4,8,64,3.1996e-5,0.00012801600200025
4,8,128,5.1436e-5,0.00015926588381678204
4,8,256,9.0e-5,0.00018204444444444446
4,8,512,0.000299382,0.00010945213807109311
4,8,1024,0.000435714,0.00015041059043317405
4,8,2048,0.000667026,0.00019650208537598234
4,8,4096,0.001296832,0.00020214183487144056
4,8,8192,0.002573605,0.00020371735367315499
4,8,16384,0.005146369,0.0002037506443863625
4,8,32768,0.010244231,0.0002047154149491553
4,8,65536,0.02830969,0.0001481578922270078
4,8,131072,0.048637284,0.00017247278857100655
4,8,262144,0.094522042,0.00017749527671016672
4,8,524288,0.188682713,0.00017783522118425336
4,8,1048576,0.368169752,0.00018227696228559264
4,8,2097152,0.730407595,0.00018375730060693032
4,8,4194304,1.449223094,0.000185227144882912
4,8,8388608,2.896929523,0.0001853241191190691
4,8,16777216,5.77476685,0.0001859368268694692
4,8,33554432,11.565247236,0.0001856841971622854
4,16,2,1.7596e-5,1.4548761082064106e-5
4,16,4,1.7984e-5,2.8469750889679714e-5
4,16,8,1.7956e-5,5.702829137892627e-5
4,16,16,1.7628e-5,0.00011617880644429315
4,16,32,2.2322e-5,0.000183496102499776
4,16,64,3.2386e-5,0.0002529488050392145
4,16,128,5.1815e-5,0.0003162018720447747
4,16,256,9.0566e-5,0.0003618134840889517
4,16,512,0.00030923,0.00021193286550464055
4,16,1024,0.000501394,0.0002614151744935121
4,16,2048,0.000664411,0.00039455096318393286
4,16,4096,0.001286717,0.0004074617806401874
4,16,8192,0.002607378,0.0004021572629668579
4,16,16384,0.005100744,0.0004111462955208103
4,16,32768,0.010094597,0.0004154998956372404
4,16,65536,0.023925506,0.0003506136087571147
4,16,131072,0.050139677,0.0003346095747685012
4,16,262144,0.096226862,0.000348701301306074
4,16,524288,0.187117461,0.0003586456530638795
4,16,1048576,0.366037811,0.0003666772228620939
4,16,2097152,0.72451051,0.00037050595166659484
4,16,4194304,1.440498991,0.0003726978743853907
4,16,8388608,2.875055828,0.00037346816487627524
4,16,16777216,5.735739351,0.00037440398117560836
4,32,2,1.7809e-5,2.874950867538885e-5
4,32,4,1.7931e-5,5.710780213038871e-5
4,32,8,1.795e-5,0.00011409470752089137
4,32,16,1.7983e-5,0.00022777067230161818
4,32,32,2.2406e-5,0.0003656163527626529
4,32,64,3.2535e-5,0.000503580759182419
4,32,128,5.1864e-5,0.000631806262532778
4,32,256,9.0767e-5,0.0007220245243315302
4,32,512,0.000309611,0.00042334413182994147
4,32,1024,0.000501864,0.0005223407138188833
4,32,2048,0.000661177,0.0007929616426463716
4,32,4096,0.001366794,0.0007671792530549593
4,32,8192,0.002614518,0.000802118019459036
4,32,16384,0.005134192,0.0008169355567536235
4,32,32768,0.010161855,0.0008254996750101237
4,32,65536,0.024196641,0.0006933696292803616
4,32,131072,0.05154869,0.0006509269585706251
4,32,262144,0.098725531,0.0006797518668195362
4,32,524288,0.189282525,0.0007090867368765288
4,32,1048576,0.370599633,0.0007243273659690862
4,32,2097152,0.733049625,0.0007323800377089068
4,32,4194304,1.45822872,0.0007363329286231586
4,32,8388608,2.908268859,0.0007384061626057524
4,64,2,1.8132e-5,5.647474078976396e-5
4,64,4,1.8058e-5,0.00011341233802192934
4,64,8,1.7943e-5,0.00022827843727358857
4,64,16,1.8105e-5,0.00045247169290251306
4,64,32,2.2626e-5,0.0007241226907098028
4,64,64,3.2402e-5,0.0010112955990370966
4,64,128,5.2234e-5,0.0012546617145920281
4,64,256,9.1378e-5,0.0014343933988487383
4,64,512,0.000275835,0.0009503652545906067
4,64,1024,0.000504292,0.0010396516304046067
4,64,2048,0.000726563,0.00144320038317393
4,64,4096,0.001360595,0.0015413491891415152
4,64,8192,0.002618272,0.0016019359333178523
4,64,16384,0.00515001,0.001628852759509205
4,64,32768,0.010203502,0.0016442605685773376
4,64,65536,0.027895315,0.001202869800896674
4,64,131072,0.053837313,0.0012465121355517874
4,64,262144,0.099567697,0.0013480047449525724
4,64,524288,0.19118189,0.0014040841211476673
4,64,1048576,0.373867994,0.0014359905651618846
4,64,2097152,0.740269582,0.0014504740571658391
4,64,4194304,1.472203485,0.0014586867032175242
4,128,2,1.8587e-5,0.00011018453758002905
4,128,4,1.8633e-5,0.00021982504159287285
4,128,8,1.8559e-5,0.0004414030928390538
4,128,16,1.8646e-5,0.0008786871178805105
4,128,32,2.2834e-5,0.001435052991153543
4,128,64,3.3198e-5,0.001974094824989457
4,128,128,5.2897e-5,0.0024778720910448608
4,128,256,9.2253e-5,0.002841576967686688
4,128,512,0.000312145,0.0016796296592929568
4,128,1024,0.000506491,0.002070275681107858
4,128,2048,0.000671525,0.003122969360783292
4,128,4096,0.001374822,0.003050797848739692
4,128,8192,0.002590942,0.003237667226823294
4,128,16384,0.005064122,0.003312956520399785
4,128,32768,0.011391306,0.0029456176491088905
4,128,65536,0.029117968,0.0023047234614723116
4,128,131072,0.053229558,0.002521488681157187
4,128,262144,0.098479045,0.0027258129483282456
4,128,524288,0.188935221,0.002841560769656601
4,128,1048576,0.369564477,0.0029054248739388447
4,128,2097152,0.731214072,0.0029368740704432176
4,256,2,1.8595e-5,0.0002202742672761495
4,256,4,1.8654e-5,0.0004391551409885279
4,256,8,1.8523e-5,0.0008845219456891433
4,256,16,1.8604e-5,0.0017613416469576435
4,256,32,2.3267e-5,0.0028166931705849484
4,256,64,3.3296e-5,0.0039365689572321
4,256,128,5.3021e-5,0.004944154203051622
4,256,256,9.2433e-5,0.005672086808823688
4,256,512,0.000312785,0.003352385824128395
4,256,1024,0.000507528,0.004132091234375246
4,256,2048,0.000674851,0.006215155641763885
4,256,4096,0.001353044,0.006199804293134591
4,256,8192,0.002635212,0.0063665526720430845
4,256,16384,0.00572088,0.005865257093314315
4,256,32768,0.011334082,0.005920979220019759
4,256,65536,0.028939979,0.004637796316300022
4,256,131072,0.05301277,0.005063599883575221
4,256,262144,0.097993291,0.0054786496761293595
