M,N,K,t,tflops
4,256,262144,0.088392503,0.0060737154597828285
4,256,524288,0.16877608,0.006361931287893403
4,256,1048576,0.329352976,0.006520310440431544
4,512,2,1.6865e-5,0.00048573969759857695
4,512,4,1.727e-5,0.0009486971627099016
4,512,8,1.828e-5,0.0017925601750547044
4,512,16,2.0713e-5,0.003164003282962391
4,512,32,2.2281e-5,0.00588268031057852
4,512,64,2.9058e-5,0.009021405464932205
4,512,128,4.2285e-5,0.012398912143786214
4,512,256,6.9191e-5,0.015154803370380544
4,512,512,0.000122456,0.017125759456457827
4,512,1024,0.000344737,0.012166677786254448
4,512,2048,0.000551997,0.015196836214689572
4,512,4096,0.000910843,0.018419437817494343
4,512,8192,0.002573151,0.013040211009769733
4,512,16384,0.005045087,0.013301824923930944
4,512,32768,0.009976689,0.01345313339926703
4,512,65536,0.02358886,0.011379755359097472
4,512,131072,0.047689386,0.011257660394285638
4,512,262144,0.087172449,0.0123174447467915
4,512,524288,0.166338472,0.012910324485847146
4,1024,2,1.6522e-5,0.0009916475003026268
4,1024,4,1.7326e-5,0.0018912616876370773
4,1024,8,1.9023e-5,0.0034450927824212795
4,1024,16,2.0865e-5,0.006281907500599089
4,1024,32,2.2585e-5,0.011606995793668364
4,1024,64,3.0057e-5,0.017443124729680275
4,1024,128,4.3781e-5,0.02395048080217446
4,1024,256,7.1739e-5,0.029233081029844295
4,1024,512,0.000127715,0.03284112281251223
4,1024,1024,0.000400323,0.02095459916117735
4,1024,2048,0.000569236,0.029473216732602996
4,1024,4096,0.00128576,0.026096963663514185
4,1024,8192,0.002571882,0.026093290438674865
4,1024,16384,0.005039286,0.026634274776228224
4,1024,32768,0.010001637,0.026839152030812552
4,1024,65536,0.02349144,0.022853895376358367
4,1024,131072,0.047617211,0.022549448013660437
4,1024,262144,0.087012771,0.02468009722388912
4,2048,2,1.6655e-5,0.001967457220054038
4,2048,4,1.7184e-5,0.003813780260707635
4,2048,8,1.9122e-5,0.006854513126242024
4,2048,16,2.0835e-5,0.012581905447564195
4,2048,32,2.2927e-5,0.022867710559602215
4,2048,64,2.9694e-5,0.0353127231090456
4,2048,128,4.3914e-5,0.047755886505442456
4,2048,256,7.2619e-5,0.057757666726338835
4,2048,512,0.000128394,0.06533489103852205
4,2048,1024,0.00036607,0.04583062255852705
4,2048,2048,0.000678514,0.04945282190197992
4,2048,4096,0.001305869,0.05139019610696019
4,2048,8192,0.002499522,0.05369735813487539
4,2048,16384,0.005010891,0.05357040414568986
4,2048,32768,0.009937488,0.05402481109914297
4,2048,65536,0.027157221,0.039537986011160715
4,2048,131072,0.047539276,0.045172830314033394
4,4096,2,1.6598e-5,0.003948427521388119
4,4096,4,1.7327e-5,0.0075646101460148905
4,4096,8,1.897e-5,0.013818871903004746
4,4096,16,2.1141e-5,0.02479958374722104
4,4096,32,2.3019e-5,0.04555263043572701
4,4096,64,2.9526e-5,0.07102729797466639
4,4096,128,4.4267e-5,0.09475012989360018
4,4096,256,7.2546e-5,0.11563157169244341
4,4096,512,0.000128898,0.13015885428788654
4,4096,1024,0.000431993,0.07767355489556545
4,4096,2048,0.000636297,0.10546783027422729
4,4096,4096,0.001265983,0.10601858634752599
4,4096,8192,0.00248037,0.1082239569096546
4,4096,16384,0.005015631,0.10703955534208956
4,4096,32768,0.00990668,0.10838563716603343
4,4096,65536,0.023662295,0.09075550989453897
4,8192,2,1.7012e-5,0.007704679050082296
4,8192,4,1.7818e-5,0.014712313390952969
4,8192,8,1.9144e-5,0.027386544086920185
4,8192,16,2.1707e-5,0.04830589210853641
4,8192,32,2.3161e-5,0.0905466948750054
4,8192,64,3.0551e-5,0.13728859939118196
4,8192,128,4.554e-5,0.1842030742204655
4,8192,256,7.4951e-5,0.22384245707195372
4,8192,512,0.000219217,0.15306491741060227
4,8192,1024,0.00046907,0.14306790884089796
4,8192,2048,0.000685229,0.19587280748479705
4,8192,4096,0.001363229,0.19691149175963832
4,8192,8192,0.002606896,0.20594258919419875
4,8192,16384,0.005297696,0.20268090581264003
4,8192,32768,0.010671773,0.20123025930180485
4,16384,2,1.7391e-5,0.015073543787016273
4,16384,4,1.8005e-5,0.029119022493751732
4,16384,8,1.9485e-5,0.053814523992814986
4,16384,16,2.1591e-5,0.09713084155435135
4,16384,32,2.432e-5,0.17246315789473685
4,16384,64,3.2991e-5,0.2542695886756994
4,16384,128,4.9683e-5,0.33768524444981185
4,16384,256,9.8198e-5,0.34170178618709135
4,16384,512,0.000296119,0.22662802454418662
4,16384,1024,0.00052104,0.2575958237371411
4,16384,2048,0.000709298,0.3784522950861274
4,16384,4096,0.00145053,0.37012051594934264
4,16384,8192,0.002744397,0.3912487238544569
4,16384,16384,0.005628232,0.3815556373653396
4,32768,2,1.8281e-5,0.02867939390624145
4,32768,4,1.9162e-5,0.05472163657238284
4,32768,8,2.0579e-5,0.10190738131104524
4,32768,16,2.1664e-5,0.19360709010339733
4,32768,32,2.7237e-5,0.3079857546719536
4,32768,64,3.7476e-5,0.4476789411890276
4,32768,128,6.4155e-5,0.5230213077702439
4,32768,256,0.000116533,0.5758786266551106
4,32768,512,0.000352096,0.3811964009815505
4,32768,1024,0.000582241,0.4610383947540623
4,32768,2048,0.000826886,0.6492683537996774
4,32768,4096,0.001666553,0.644289034912181
4,32768,8192,0.00390101,0.5504942689201002
4,65536,2,1.9908e-5,0.05267108700020093
4,65536,4,2.11e-5,0.09939109004739335
4,65536,8,2.1702e-5,0.19326808589070132
4,65536,16,2.7231e-5,0.30805361536484155
4,65536,32,3.7352e-5,0.4491651317198544
4,65536,64,6.507e-5,0.515666697402797
4,65536,128,0.000120887,0.5551371446061197
4,65536,256,0.000296756,0.4522831147474693
4,65536,512,0.000486259,0.5520421339245134
4,65536,1024,0.000899603,0.5967864847049198
4,65536,2048,0.001742922,0.6160584489724726
4,65536,4096,0.003662289,0.5863774399016571
4,131072,2,2.2005e-5,0.09530343103840036
4,131072,4,2.3317e-5,0.17988180297636916
4,131072,8,2.7472e-5,0.3053511939429237
4,131072,16,3.7389e-5,0.44872063976035736
4,131072,32,6.2626e-5,0.5357907578322102
4,131072,64,0.000112543,0.5962953182339196
4,131072,128,0.000359923,0.3729067828396629
4,131072,256,0.000538355,0.49862164556844457
4,131072,512,0.000898161,0.5977446270768827
4,131072,1024,0.001754606,0.6119560881474245
4,131072,2048,0.003396027,0.6323517592763545
4,262144,2,2.7194e-5,0.1542363756711039
4,262144,4,3.112e-5,0.2695568123393316
4,262144,8,3.883e-5,0.4320684007210919
4,262144,16,6.114e-5,0.5488130847235853
4,262144,32,0.00010032,0.6689480063795853
4,262144,64,0.000229766,0.5841496479026488
4,262144,128,0.000554547,0.48406258802229574
4,262144,256,0.000795253,0.6750944818818666
4,262144,512,0.001562923,0.6870087803429856
4,262144,1024,0.003055013,0.7029376464191806
4,524288,2,3.9043e-5,0.21485562072586636
4,524288,4,4.6829e-5,0.35826551922953725
4,524288,8,6.3753e-5,0.5263192634072122
4,524288,16,0.000101737,0.6596308520990397
4,524288,32,0.000315555,0.42533861925813243
4,524288,64,0.00046186,0.581205248343654
4,524288,128,0.000739423,0.72606736874563
4,524288,256,0.001474191,0.7283600456114574
4,524288,512,0.003028703,0.7090439861551298
4,1048576,2,6.1214e-5,0.27407481948573853
4,1048576,4,7.6759e-5,0.43714003569613985
4,1048576,8,0.000109503,0.6128495475009816
4,1048576,16,0.000220941,0.6074822147089042
4,1048576,32,0.000458776,0.585112246499381
4,1048576,64,0.000734915,0.7305210969976119
4,1048576,128,0.001469572,0.7306493482456117
4,1048576,256,0.002891262,0.7427495840916527
4,2097152,2,0.000106297,0.3156667826937731
4,2097152,4,0.000136439,0.4918598347979683
4,2097152,8,0.000345922,0.38799997687339915
4,2097152,16,0.000519823,0.5163978046373477
4,2097152,32,0.000663264,0.8094377382158537
4,2097152,64,0.001364504,0.7869099863393584
4,2097152,128,0.002857497,0.7515261251367893
4,4194304,2,0.00027318,0.2456580423164214
4,4194304,4,0.000374647,0.3582511751061666
4,4194304,8,0.000520157,0.5160662184686546
4,4194304,16,0.000697162,0.7700805723777258
4,4194304,32,0.001313765,0.8173012859986376
4,4194304,64,0.002539097,0.8457666831948523
4,8388608,2,0.000557113,0.24091652501377636
4,8388608,4,0.000551122,0.4870708409390298
4,8388608,8,0.000785308,0.6836437576084797
4,8388608,16,0.001358785,0.7902220174641316
4,8388608,32,0.002624007,0.8183985972598398
4,16777216,2,0.000752983,0.35649603775915256
4,16777216,4,0.001034448,0.518992653086477
4,16777216,8,0.001572695,0.6827400252432926
4,16777216,16,0.002729746,0.7866972414283233
4,33554432,2,0.001545969,0.3472714601651133
4,33554432,4,0.00202652,0.529845165110633
4,33554432,8,0.00301875,0.7113817467494824
4,67108864,2,0.002971787,0.36131183829796687
4,67108864,4,0.003929611,0.5464875907564387
4,134217728,2,0.00581988,0.3689910527364825
8,2,2,1.5911e-5,4.022374457922192e-6
8,2,4,1.6425e-5,7.792998477929985e-6
8,2,8,1.703e-5,1.5032295948326481e-5
8,2,16,1.9679e-5,2.6017582194217188e-5
8,2,32,2.1598e-5,4.74117973886471e-5
8,2,64,2.7245e-5,7.516975591851715e-5
8,2,128,3.9621e-5,0.00010337952096110649
8,2,256,6.4078e-5,0.0001278441898935672
8,2,512,0.000113167,0.00014477718769605983
8,2,1024,0.000362689,9.034737750524554e-5
8,2,2048,0.000447685,0.00014638864380088677
8,2,4096,0.00082107,0.00015963559745210516
8,2,8192,0.001688304,0.00015527061477079958
8,2,16384,0.003259081,0.00016086988939520067
8,2,32768,0.006400505,0.00016382707302001954
8,2,65536,0.012691193,0.00016524467006372057
8,2,131072,0.033250071,0.00012614421184243486
8,2,262144,0.077113241,0.00010878297801022266
8,2,524288,0.208458704,8.048220428349204e-5
8,2,1048576,0.462790413,7.25045961572242e-5
8,2,2097152,0.916859598,7.319426458139122e-5
8,2,4194304,1.826287943,7.349209554519848e-5
8,2,8388608,3.643686928,7.367138321824558e-5
8,2,16777216,7.28186872,7.372707922149961e-5
8,2,33554432,14.554197221,7.377540703177474e-5
8,2,67108864,29.093389408,7.381345699822421e-5
8,4,2,1.5926e-5,8.037171920130604e-6
8,4,4,1.6161e-5,1.5840603923024566e-5
8,4,8,1.7417e-5,2.9396566572888558e-5
8,4,16,1.9648e-5,5.211726384364821e-5
8,4,32,2.3301e-5,8.7893223466804e-5
8,4,64,2.7466e-5,0.0001491298332483798
8,4,128,3.984e-5,0.00020562248995983936
8,4,256,6.4614e-5,0.00025356733834772647
8,4,512,0.000114073,0.0002872546527223795
8,4,1024,0.000264053,0.0002481925976981894
8,4,2048,0.00052646,0.0002489685826083653
8,4,4096,0.000828869,0.0003162671061410187
8,4,8192,0.001625302,0.00032257881919790907
8,4,16384,0.003294881,0.0003182439669293064
8,4,32768,0.006422596,0.0003265271550631552
8,4,65536,0.013117986,0.0003197368864397324
8,4,131072,0.033474606,0.00025059616833130165
8,4,262144,0.099365448,0.00016884356018804445
8,4,524288,0.236201865,0.00014205828561091166
8,4,1048576,0.464494329,0.00014447725151882316
8,4,2097152,0.920820195,0.0001457588883571347
8,4,4194304,1.833602009,0.00014639788497308523
8,4,8388608,3.659363616,0.0001467115510611231
8,4,16777216,7.310390568,0.00014687885879861515
8,4,33554432,14.606119688,0.0001470262940378556
8,8,2,1.5662e-5,1.6345294342995785e-5
8,8,4,1.6489e-5,3.1051003699435985e-5
8,8,8,1.7687e-5,5.789562955843275e-5
8,8,16,1.9405e-5,0.0001055398093274929
8,8,32,2.1323e-5,0.00019209304506870518
8,8,64,2.7599e-5,0.00029682234863582016
8,8,128,4.0001e-5,0.0004095897602559936
8,8,256,6.4422e-5,0.00050864611468132
8,8,512,0.000113559,0.0005771096962812283
8,8,1024,0.000365669,0.00035844438549617277
8,8,2048,0.000473452,0.0005536865405574376
8,8,4096,0.00083402,0.0006286276108486607
8,8,8192,0.00170748,0.0006141073394710333
8,8,16384,0.003277629,0.0006398381268898952
8,8,32768,0.006462643,0.0006490075345334718
8,8,65536,0.01289411,0.0006505767361997067
8,8,131072,0.033533336,0.0005003145526588826
8,8,262144,0.099347027,0.00033774973457434214
8,8,524288,0.236381582,0.00028390056210047697
8,8,1048576,0.464581686,0.00028890016986162474
8,8,2097152,0.921098073,0.00029142983127270096
8,8,4194304,1.833575589,0.0002927999888419108
8,8,8388608,3.660443392,0.00029333654669996877
8,8,16777216,7.30191646,0.00029409863284028865
8,16,2,1.5502e-5,3.302799638756289e-5
8,16,4,1.6454e-5,6.223410720797375e-5
8,16,8,1.7423e-5,0.00011754577282901911
8,16,16,1.9782e-5,0.00020705692043271662
8,16,32,2.3679e-5,0.00034596055576671306
8,16,64,2.7469e-5,0.0005964541847173177
8,16,128,4.0064e-5,0.000817891373801917
8,16,256,6.53e-5,0.0010036140888208269
8,16,512,0.000114852,0.0011412252289903528
8,16,1024,0.000301929,0.0008682306105077684
8,16,2048,0.000550072,0.0009531261362148956
8,16,4096,0.000894809,0.0011718433766312142
8,16,8192,0.001661325,0.0012623369900531204
8,16,16384,0.003257485,0.0012875896588932872
8,16,32768,0.006489378,0.001292667494480981
8,16,65536,0.013314047,0.001260113923287187
8,16,131072,0.053993943,0.0006214480761295762
8,16,262144,0.122460734,0.0005480031174727403
8,16,524288,0.236948323,0.0005664430382991147
8,16,1048576,0.466131605,0.0005758791146547552
8,16,2097152,0.923336227,0.0005814468189386877
8,16,4194304,1.840253215,0.0005834750431342134
8,16,8388608,3.672155629,0.0005848019160845865
8,32,2,1.5715e-5,6.516067451479477e-5
8,32,4,1.6584e-5,0.00012349252291365173
8,32,8,1.7597e-5,0.0002327669489117463
8,32,16,1.9594e-5,0.0004180871695416964
8,32,32,2.3814e-5,0.0006879986562526245
8,32,64,2.7686e-5,0.0011835584772086976
8,32,128,4.0617e-5,0.001613511583819583
8,32,256,6.5625e-5,0.001997287619047619
8,32,512,0.000117294,0.0022349310280150732
8,32,1024,0.000373853,0.0014023907792635073
8,32,2048,0.000474551,0.0022096170906815075
8,32,4096,0.000885306,0.0023688442188350696
8,32,8192,0.001749803,0.002397014978257552
8,32,16384,0.003305102,0.0025380784012112184
8,32,32768,0.006646858,0.0025240822054570745
8,32,65536,0.022066871,0.0015205795148754892
8,32,131072,0.06042429,0.0011106272659554626
8,32,262144,0.123592196,0.0010859725156109371
8,32,524288,0.239200401,0.0011222199247065644
8,32,1048576,0.470453227,0.0011411780835759897
8,32,2097152,0.933213345,0.0011505855866216744
8,32,4194304,1.858331959,0.001155597436507306
8,64,2,1.704e-5,0.00012018779342723005
8,64,4,1.7321e-5,0.0002364759540442238
8,64,8,1.8326e-5,0.00044701516970424533
8,64,16,2.0273e-5,0.0008081684999753367
8,64,32,2.1932e-5,0.0014940725879992705
8,64,64,2.833e-5,0.002313307447935051
8,64,128,4.1334e-5,0.0031710456282963177
8,64,256,6.7092e-5,0.0039072318607285515
8,64,512,0.000118486,0.004424894080313286
8,64,1024,0.000306047,0.0034261927089630027
8,64,2048,0.000569678,0.003681293643075562
8,64,4096,0.000887474,0.004726114793222111
8,64,8192,0.001763685,0.0047562960505986044
8,64,16384,0.003372307,0.004974996641764821
8,64,32768,0.006655558,0.0050415655606937835
8,64,65536,0.033679321,0.0019925836390822724
8,64,131072,0.059509753,0.002255390439950238
8,64,262144,0.110612137,0.0024268173753844028
8,64,524288,0.213566021,0.0025138404952536903
8,64,1048576,0.419847492,0.002557456801480667
8,64,2097152,0.832009457,0.002581080815767699
8,128,2,1.7057e-5,0.00024013601453948526
8,128,4,1.7171e-5,0.00047708345466193
8,128,8,1.857e-5,0.0008822832525578891
8,128,16,2.0387e-5,0.0016072987688232699
8,128,32,2.2361e-5,0.002930817047538124
8,128,64,2.8303e-5,0.004631028512878494
8,128,128,4.1233e-5,0.006357626173210777
8,128,256,6.76e-5,0.007755739644970414
8,128,512,0.000118326,0.008861754812974324
8,128,1024,0.000374864,0.005594434248153997
8,128,2048,0.000529827,0.007916365153153766
8,128,4096,0.000883159,0.009498411950735938
8,128,8192,0.001730801,0.009693324651418622
8,128,16384,0.003349156,0.010018772490740952
8,128,32768,0.012751088,0.005262991205142651
8,128,65536,0.033470324,0.00401005165053078
8,128,131072,0.05896873,0.004552166139579401
8,128,262144,0.109388539,0.004907926524185499
8,128,524288,0.210860689,0.005092185883922631
8,128,1048576,0.415244243,0.005171615703772683
8,256,2,1.7243e-5,0.00047509134141390704
8,256,4,1.74e-5,0.0009416091954022989
8,256,8,1.8151e-5,0.001805299983471985
8,256,16,2.0688e-5,0.0031678267594740916
8,256,32,2.1864e-5,0.005994877424076107
8,256,64,2.8719e-5,0.00912789442529336
8,256,128,4.2471e-5,0.01234461161733889
8,256,256,6.8678e-5,0.015268004309968258
8,256,512,0.000122702,0.017091424752652767
8,256,1024,0.000386115,0.010862836201649767
8,256,2048,0.000495348,0.01693477716675953
8,256,4096,0.000893695,0.018772865463049473
8,256,8192,0.001783603,0.018812724580526047
8,256,16384,0.006432568,0.01043267074673754
8,256,32768,0.012827033,0.010463661237949572
8,256,65536,0.033385689,0.008040434810256574
8,256,131072,0.05877197,0.009134812258292517
8,256,262144,0.108943901,0.00985591496305975
8,256,524288,0.210387485,0.010207278479516023
8,512,2,1.7226e-5,0.0009511203993962615
8,512,4,1.7345e-5,0.0018891899682905737
8,512,8,1.8995e-5,0.0034501710976572782
8,512,16,2.0912e-5,0.0062677888293802605
8,512,32,2.2879e-5,0.011457843437213166
8,512,64,2.9576e-5,0.017726805517987557
8,512,128,4.3963e-5,0.02385132952710234
8,512,256,7.1838e-5,0.02919279489963529
8,512,512,0.000127836,0.032810037861009424
8,512,1024,0.000397058,0.021126908411365594
8,512,2048,0.00056558,0.02966373634145479
8,512,4096,0.000934637,0.03590103109549483
8,512,8192,0.003231026,0.02077014050645213
8,512,16384,0.006458008,0.02078314675361195
8,512,32768,0.012841608,0.020903570331690546
8,512,65536,0.033388167,0.01607967613196615
8,512,131072,0.058746954,0.01827740420379923
8,512,262144,0.108898249,0.01972009346082323
8,1024,2,1.6537e-5,0.001981496039184858
8,1024,4,1.7386e-5,0.003769469688254918
8,1024,8,1.9028e-5,0.006888375026277065
8,1024,16,2.0859e-5,0.012567428927561243
8,1024,32,2.294e-5,0.02285475152571927
8,1024,64,2.9702e-5,0.03530321190492223
8,1024,128,4.3471e-5,0.04824255250626855
8,1024,256,7.1301e-5,0.05882531801798011
8,1024,512,0.000128314,0.06537562541889427
8,1024,1024,0.000396615,0.04230101231673033
8,1024,2048,0.000492937,0.06807042684967855
8,1024,4096,0.001624378,0.04131357602725474
8,1024,8192,0.003275268,0.04097915895737387
8,1024,16384,0.006426739,0.04176853237699555
8,1024,32768,0.012976934,0.041371167642526345
8,1024,65536,0.033314451,0.03223051233832429
8,1024,131072,0.058670699,0.03660231912355433
8,2048,2,1.6677e-5,0.00392972357138574
8,2048,4,1.7462e-5,0.007506127591341198
8,2048,8,1.8852e-5,0.013905368130702315
8,2048,16,2.1e-5,0.02496609523809524
8,2048,32,2.2717e-5,0.04615820750979443
8,2048,64,3.0182e-5,0.06948353323172753
8,2048,128,4.382e-5,0.09571665905979006
8,2048,256,7.1938e-5,0.11660885762740136
8,2048,512,0.000127724,0.1313552347248755
8,2048,1024,0.000399302,0.08403271709132437
8,2048,2048,0.000846269,0.07929968367032232
8,2048,4096,0.001639443,0.08186788317739623
8,2048,8192,0.003266492,0.08217851321846188
8,2048,16384,0.00641532,0.08368575721865784
8,2048,32768,0.012763168,0.08412815877688047
8,2048,65536,0.033327455,0.06443587270615174
8,4096,2,1.6849e-5,0.007779215383702296
8,4096,4,1.7573e-5,0.014917430148523304
8,4096,8,1.9211e-5,0.027291031180053098
8,4096,16,2.1633e-5,0.04847113206674987
8,4096,32,2.3224e-5,0.09030106786083361
8,4096,64,3.0612e-5,0.13701502678688096
8,4096,128,4.5424e-5,0.18467347657625924
8,4096,256,7.4335e-5,0.2256973969193516
8,4096,512,0.000133338,0.2516494322698706
8,4096,1024,0.00055916,0.12001728306745835
8,4096,2048,0.000866855,0.15483296283692197
8,4096,4096,0.001619289,0.16577365498067362
8,4096,8192,0.003198588,0.1678462221455217
8,4096,16384,0.006410534,0.16749647127680783
8,4096,32768,0.012854817,0.16705672651738257
8,8192,2,1.7032e-5,0.015391263503992485
8,8192,4,1.7863e-5,0.029350501035660302
8,8192,8,1.9345e-5,0.05420398035668132
8,8192,16,2.186e-5,0.0959355901189387
8,8192,32,2.3713e-5,0.17687783072576224
8,8192,64,3.0619e-5,0.27396740585910706
8,8192,128,4.5355e-5,0.36990885238672694
8,8192,256,7.5129e-5,0.44662423298593085
8,8192,512,0.000346586,0.19362831735846225
8,8192,1024,0.000594356,0.22582043085288953
8,8192,2048,0.000847049,0.3169066441256645
8,8192,4096,0.001727035,0.31086278622031405
8,8192,8192,0.003369325,0.31868158280961323
8,8192,16384,0.006702154,0.3204169358089951
8,16384,2,1.7951e-5,0.02920661801570943
8,16384,4,1.9267e-5,0.054423418279960556
8,16384,8,2.068e-5,0.10140967117988396
8,16384,16,2.156e-5,0.19454100185528755
8,16384,32,2.5963e-5,0.32309856334013787
8,16384,64,3.4879e-5,0.4810119556179936
8,16384,128,5.2623e-5,0.6376381430173118
8,16384,256,0.000125155,0.5362060165394911
8,16384,512,0.000372697,0.3601255926395973
8,16384,1024,0.000592936,0.45272247932323223
8,16384,2048,0.000946213,0.5673890677891764
8,16384,4096,0.001855061,0.5788175289114481
8,16384,8192,0.003771118,0.5694554368227142
8,32768,2,1.9868e-5,0.05277712905174149
8,32768,4,2.1068e-5,0.09954205430036075
8,32768,8,2.1741e-5,0.19292139276022263
8,32768,16,2.6382e-5,0.3179670987794709
8,32768,32,3.5088e-5,0.4781468308253534
8,32768,64,5.2291e-5,0.6416865617410262
8,32768,128,9.9053e-5,0.6775046086438573
8,32768,256,0.000258971,0.5182731966127482
8,32768,512,0.000588308,0.4562838785126159
8,32768,1024,0.000990489,0.542026122450628
8,32768,2048,0.001838803,0.5839352143758739
8,32768,4096,0.003684906,0.5827784068304592
8,65536,2,2.2036e-5,0.09516935923035033
8,65536,4,2.3276e-5,0.1801986595634989
8,65536,8,2.7578e-5,0.30417753281601273
8,65536,16,3.5378e-5,0.4742273729436373
8,65536,32,5.1647e-5,0.6496879199179042
8,65536,64,9.0631e-5,0.7404625790292505
8,65536,128,0.000284122,0.4723947036836289
8,65536,256,0.000550217,0.487871977783311
8,65536,512,0.00097457,0.55087978493079
8,65536,1024,0.001893649,0.5670226235168186
8,65536,2048,0.003600308,0.596472204044765
8,131072,2,2.7157e-5,0.154446514710756
8,131072,4,3.0666e-5,0.27354751190243265
8,131072,8,3.8414e-5,0.4367474358306867
8,131072,16,5.4799e-5,0.6123183269767697
8,131072,32,9.0273e-5,0.7433990672737142
8,131072,64,0.000192553,0.6970430375013633
8,131072,128,0.00046242,0.5805013969983996
8,131072,256,0.00082633,0.649705217044038
8,131072,512,0.001723246,0.6230925961818569
8,131072,1024,0.003336045,0.6437214270191198
8,262144,2,3.8134e-5,0.21997713326690094
8,262144,4,4.6296e-5,0.36239018489718333
8,262144,8,6.2539e-5,0.5365361134651977
8,262144,16,9.505e-5,0.706037496054708
8,262144,32,0.000197084,0.6810178807006149
8,262144,64,0.000432529,0.6206184001535158
8,262144,128,0.000610467,0.8794429707093094
8,262144,256,0.001618726,0.6633252471387994
8,262144,512,0.003235521,0.6637211280656191
8,524288,2,6.1379e-5,0.2733380472148455
8,524288,4,7.6539e-5,0.43839652987365924
8,524288,8,0.000108301,0.6196513790269711
8,524288,16,0.000311569,0.43078010970282665
8,524288,32,0.000413296,0.6494992838062793
8,524288,64,0.000658077,0.8158177720844217
8,524288,128,0.001126771,0.9529370422206465
8,524288,256,0.003139929,0.6839274544105934
8,1048576,2,0.000107385,0.3124685198118918
8,1048576,4,0.000135837,0.494039650463423
8,1048576,8,0.000281748,0.476375086957139
8,1048576,16,0.000499544,0.5373609852185193
8,1048576,32,0.000684306,0.7845480121466127
8,1048576,64,0.001133464,0.9473100371957115
8,1048576,128,0.002171313,0.9890253722056656
8,2097152,2,0.000310917,0.2158417326810692
8,2097152,4,0.000413242,0.32479207824954864
8,2097152,8,0.000567396,0.4731007197794838
8,2097152,16,0.000667153,0.8047193252522286
8,2097152,32,0.001185399,0.9058062508910502
8,2097152,64,0.00224368,0.9571256364543964
8,4194304,2,0.000555826,0.24147436068122036
8,4194304,4,0.000594682,0.45139327573392163
8,4194304,8,0.000772535,0.6949470405871578
8,4194304,16,0.001324238,0.8108374959788196
8,4194304,32,0.00229906,0.9340702930763007
8,8388608,2,0.000775822,0.34600134566949636
8,8388608,4,0.001028648,0.5219189771428127
8,8388608,8,0.001509592,0.7112794874376653
8,8388608,16,0.002505977,0.8569446758689326
8,16777216,2,0.001514634,0.35445586986691174
8,16777216,4,0.002017613,0.5321842315647253
8,16777216,8,0.002964932,0.7242944013555791
8,33554432,2,0.002961294,0.3625921046677567
8,33554432,4,0.003916289,0.5483465719715782
8,67108864,2,0.005717857,0.37557491346845506
16,2,2,1.5953e-5,8.023569234626714e-6
16,2,4,1.6495e-5,1.5519854501364047e-5
16,2,8,1.7295e-5,2.9603931772188497e-5
16,2,16,1.9532e-5,5.2426786811386446e-5
16,2,32,2.156e-5,9.499072356215213e-5
16,2,64,2.7339e-5,0.00014982259775412414
16,2,128,3.9781e-5,0.0002059274528041025
16,2,256,6.484e-5,0.0002526835286859963
16,2,512,0.000114858,0.0002852914032979853
16,2,1024,0.000309575,0.00021169668093353792
16,2,2048,0.00051565,0.0002541879181615437
16,2,4096,0.000836832,0.00031325761921150244
16,2,8192,0.001705318,0.0003074429519890132
16,2,16384,0.003300001,0.0003177502067423616
16,2,32768,0.006468718,0.00032419901439512437
16,2,65536,0.013232227,0.0003169764243010644
16,2,131072,0.033602933,0.0002496391609625267
16,2,262144,0.099478015,0.00016865250075607158
16,2,524288,0.23690145,0.00014163877848784797
16,2,1048576,0.465939983,0.00014402898752734856
16,2,2097152,0.923158672,0.00014538966276427936
16,2,4194304,1.838794272,0.00014598449651903204
16,2,8388608,3.669129688,0.00014632105094454758
16,2,16777216,7.332469498,0.00014643658924089263
16,2,33554432,14.654653353,0.00014653936850443357
16,4,2,1.5765e-5,1.623850301300349e-5
16,4,4,1.6323e-5,3.1366783066838204e-5
16,4,8,1.7294e-5,5.921128715161327e-5
16,4,16,1.975e-5,0.00010369620253164558
16,4,32,2.1373e-5,0.00019164366256491834
16,4,64,2.7464e-5,0.00029828138654238275
16,4,128,3.9726e-5,0.00041242511201731866
16,4,256,6.4731e-5,0.0005062180408150654
16,4,512,0.000115006,0.0005698485296419316
16,4,1024,0.000366397,0.00035773218667183406
16,4,2048,0.00048866,0.0005364547947448123
16,4,4096,0.000916187,0.0005722499882665875
16,4,8192,0.001657354,0.0006326807670539908
16,4,16384,0.003227795,0.0006497166022005734
16,4,32768,0.006432302,0.0006520688860690931
16,4,65536,0.012875174,0.0006515335637405754
16,4,131072,0.041688565,0.0004024416767523661
16,4,262144,0.10740299,0.0003124161813372235
16,4,524288,0.236922182,0.00028325276862425653
16,4,1048576,0.465823741,0.0002881298572543128
16,4,2097152,0.924429974,0.00029037943765332727
16,4,4194304,1.839466441,0.00029186230312967153
16,4,8388608,3.67233212,0.0002923869053543011
16,4,16777216,7.338316657,0.00029263981760061024
16,8,2,1.5505e-5,3.3021605933569814e-5
16,8,4,1.6627e-5,6.158657605100139e-5
16,8,8,1.7648e-5,0.00011604714415231188
16,8,16,1.9695e-5,0.00020797156638740797
16,8,32,2.1481e-5,0.00038136027186816255
16,8,64,2.7379e-5,0.0005984148434931883
16,8,128,4.0286e-5,0.0008133843022389912
16,8,256,6.4951e-5,0.0010090067897337994
16,8,512,0.000115036,0.0011393998400500713
