type,MNK,tflops
Float32,"(1024, 1024, 1024)",6.536047139030923
Float32,"(2048, 2048, 2048)",11.06918952297744
Float32,"(4096, 4096, 4096)",12.191215983884481
Float32,"(8192, 8192, 8192)",11.967047309901519
Float32,"(2048, 128, 128)",1.6775538446155385
Float32,"(8192, 64, 64)",2.271411880182772
Float32,"(32768, 32, 32)",1.772272328738182
Float32,"(131072, 16, 16)",0.8281773126666009
Float32,"(524288, 8, 8)",0.25220647382247163
Float32,"(2097152, 4, 4)",0.06851863491334202
